#    L    TT             EE             BB             TE          
   678    0.34287E-01    0.36221E-03    0.22335E-03    0.19695E-02
   679    0.34240E-01    0.35831E-03    0.22293E-03    0.19381E-02
   680    0.34186E-01    0.35450E-03    0.22253E-03    0.19063E-02
   681    0.34125E-01    0.35079E-03    0.22214E-03    0.18743E-02
   682    0.34057E-01    0.34719E-03    0.22176E-03    0.18420E-02
   683    0.33983E-01    0.34370E-03    0.22140E-03    0.18096E-02
   684    0.33901E-01    0.34032E-03    0.22105E-03    0.17771E-02
   685    0.33812E-01    0.33706E-03    0.22071E-03    0.17446E-02
   686    0.33716E-01    0.33391E-03    0.22038E-03    0.17120E-02
   687    0.33613E-01    0.33090E-03    0.22007E-03    0.16796E-02
   688    0.33502E-01    0.32801E-03    0.21976E-03    0.16472E-02
   689    0.33384E-01    0.32525E-03    0.21946E-03    0.16150E-02
   690    0.33259E-01    0.32263E-03    0.21917E-03    0.15830E-02
   691    0.33127E-01    0.32014E-03    0.21889E-03    0.15514E-02
   692    0.32987E-01    0.31780E-03    0.21862E-03    0.15200E-02
   693    0.32839E-01    0.31561E-03    0.21835E-03    0.14890E-02
   694    0.32684E-01    0.31357E-03    0.21809E-03    0.14585E-02
   695    0.32522E-01    0.31168E-03    0.21783E-03    0.14285E-02
   696    0.32351E-01    0.30995E-03    0.21758E-03    0.13991E-02
   697    0.32173E-01    0.30838E-03    0.21733E-03    0.13702E-02
   698    0.31988E-01    0.30698E-03    0.21708E-03    0.13420E-02
   699    0.31794E-01    0.30575E-03    0.21684E-03    0.13145E-02
   700    0.31593E-01    0.30469E-03    0.21660E-03    0.12878E-02
   701    0.31384E-01    0.30381E-03    0.21636E-03    0.12620E-02
   702    0.31167E-01    0.30309E-03    0.21612E-03    0.12369E-02
   703    0.30943E-01    0.30255E-03    0.21588E-03    0.12127E-02
   704    0.30712E-01    0.30216E-03    0.21564E-03    0.11892E-02
   705    0.30475E-01    0.30193E-03    0.21539E-03    0.11666E-02
   706    0.30231E-01    0.30185E-03    0.21515E-03    0.11448E-02
   707    0.29982E-01    0.30192E-03    0.21491E-03    0.11238E-02
   708    0.29727E-01    0.30212E-03    0.21467E-03    0.11036E-02
   709    0.29466E-01    0.30246E-03    0.21442E-03    0.10842E-02
   710    0.29201E-01    0.30293E-03    0.21417E-03    0.10656E-02
   711    0.28932E-01    0.30352E-03    0.21392E-03    0.10478E-02
   712    0.28658E-01    0.30422E-03    0.21367E-03    0.10307E-02
   713    0.28381E-01    0.30504E-03    0.21341E-03    0.10145E-02
   714    0.28100E-01    0.30597E-03    0.21315E-03    0.99896E-03
   715    0.27816E-01    0.30700E-03    0.21289E-03    0.98423E-03
   716    0.27529E-01    0.30812E-03    0.21262E-03    0.97026E-03
   717    0.27240E-01    0.30934E-03    0.21235E-03    0.95705E-03
   718    0.26949E-01    0.31064E-03    0.21208E-03    0.94461E-03
   719    0.26655E-01    0.31202E-03    0.21179E-03    0.93291E-03
   720    0.26361E-01    0.31348E-03    0.21151E-03    0.92196E-03
   721    0.26065E-01    0.31500E-03    0.21122E-03    0.91175E-03
   722    0.25769E-01    0.31659E-03    0.21092E-03    0.90229E-03
   723    0.25472E-01    0.31823E-03    0.21061E-03    0.89355E-03
   724    0.25175E-01    0.31993E-03    0.21030E-03    0.88555E-03
   725    0.24879E-01    0.32168E-03    0.20999E-03    0.87828E-03
   726    0.24583E-01    0.32347E-03    0.20966E-03    0.87173E-03
   727    0.24288E-01    0.32530E-03    0.20933E-03    0.86590E-03
   728    0.23995E-01    0.32715E-03    0.20899E-03    0.86078E-03
   729    0.23703E-01    0.32904E-03    0.20864E-03    0.85637E-03
   730    0.23413E-01    0.33094E-03    0.20828E-03    0.85266E-03
   731    0.23125E-01    0.33286E-03    0.20791E-03    0.84966E-03
   732    0.22840E-01    0.33479E-03    0.20754E-03    0.84735E-03
   733    0.22558E-01    0.33673E-03    0.20715E-03    0.84574E-03
   734    0.22280E-01    0.33866E-03    0.20676E-03    0.84482E-03
   735    0.22005E-01    0.34058E-03    0.20635E-03    0.84458E-03
   736    0.21734E-01    0.34250E-03    0.20594E-03    0.84502E-03
   737    0.21468E-01    0.34440E-03    0.20551E-03    0.84613E-03
   738    0.21206E-01    0.34627E-03    0.20507E-03    0.84792E-03
   739    0.20949E-01    0.34812E-03    0.20462E-03    0.85037E-03
   740    0.20698E-01    0.34994E-03    0.20416E-03    0.85349E-03
   741    0.20453E-01    0.35171E-03    0.20369E-03    0.85727E-03
   742    0.20213E-01    0.35344E-03    0.20320E-03    0.86170E-03
   743    0.19980E-01    0.35512E-03    0.20270E-03    0.86678E-03
   744    0.19754E-01    0.35675E-03    0.20219E-03    0.87251E-03
   745    0.19535E-01    0.35832E-03    0.20167E-03    0.87888E-03
   746    0.19324E-01    0.35982E-03    0.20113E-03    0.88589E-03
   747    0.19120E-01    0.36125E-03    0.20058E-03    0.89354E-03
   748    0.18924E-01    0.36260E-03    0.20001E-03    0.90181E-03
   749    0.18737E-01    0.36388E-03    0.19943E-03    0.91071E-03
   750    0.18559E-01    0.36506E-03    0.19883E-03    0.92022E-03
   751    0.18389E-01    0.36616E-03    0.19822E-03    0.93036E-03
   752    0.18229E-01    0.36716E-03    0.19759E-03    0.94107E-03
   753    0.18078E-01    0.36807E-03    0.19695E-03    0.95235E-03
   754    0.17935E-01    0.36889E-03    0.19629E-03    0.96415E-03
   755    0.17800E-01    0.36962E-03    0.19562E-03    0.97645E-03
   756    0.17674E-01    0.37026E-03    0.19494E-03    0.98922E-03
   757    0.17555E-01    0.37082E-03    0.19425E-03    0.10024E-02
   758    0.17445E-01    0.37129E-03    0.19354E-03    0.10160E-02
   759    0.17342E-01    0.37167E-03    0.19283E-03    0.10300E-02
   760    0.17246E-01    0.37197E-03    0.19210E-03    0.10444E-02
   761    0.17158E-01    0.37219E-03    0.19137E-03    0.10590E-02
   762    0.17076E-01    0.37232E-03    0.19062E-03    0.10740E-02
   763    0.17002E-01    0.37237E-03    0.18987E-03    0.10892E-02
   764    0.16934E-01    0.37234E-03    0.18911E-03    0.11046E-02
   765    0.16872E-01    0.37223E-03    0.18834E-03    0.11202E-02
   766    0.16817E-01    0.37204E-03    0.18756E-03    0.11360E-02
   767    0.16768E-01    0.37177E-03    0.18678E-03    0.11520E-02
   768    0.16724E-01    0.37142E-03    0.18599E-03    0.11680E-02
   769    0.16686E-01    0.37099E-03    0.18520E-03    0.11841E-02
   770    0.16654E-01    0.37049E-03    0.18440E-03    0.12003E-02
   771    0.16627E-01    0.36991E-03    0.18359E-03    0.12165E-02
   772    0.16605E-01    0.36926E-03    0.18279E-03    0.12327E-02
   773    0.16587E-01    0.36854E-03    0.18198E-03    0.12488E-02
   774    0.16575E-01    0.36774E-03    0.18117E-03    0.12649E-02
   775    0.16567E-01    0.36687E-03    0.18035E-03    0.12809E-02
   776    0.16563E-01    0.36593E-03    0.17954E-03    0.12967E-02
   777    0.16563E-01    0.36492E-03    0.17872E-03    0.13124E-02
   778    0.16567E-01    0.36384E-03    0.17791E-03    0.13279E-02
   779    0.16575E-01    0.36270E-03    0.17709E-03    0.13431E-02
   780    0.16586E-01    0.36148E-03    0.17628E-03    0.13582E-02
   781    0.16600E-01    0.36020E-03    0.17547E-03    0.13729E-02
   782    0.16618E-01    0.35885E-03    0.17465E-03    0.13874E-02
   783    0.16638E-01    0.35744E-03    0.17385E-03    0.14014E-02
   784    0.16661E-01    0.35596E-03    0.17304E-03    0.14152E-02
   785    0.16687E-01    0.35442E-03    0.17224E-03    0.14285E-02
   786    0.16715E-01    0.35282E-03    0.17144E-03    0.14414E-02
   787    0.16745E-01    0.35116E-03    0.17065E-03    0.14538E-02
   788    0.16777E-01    0.34943E-03    0.16986E-03    0.14658E-02
   789    0.16811E-01    0.34765E-03    0.16908E-03    0.14772E-02
   790    0.16846E-01    0.34581E-03    0.16831E-03    0.14881E-02
   791    0.16882E-01    0.34391E-03    0.16754E-03    0.14984E-02
   792    0.16920E-01    0.34195E-03    0.16678E-03    0.15081E-02
   793    0.16958E-01    0.33994E-03    0.16603E-03    0.15172E-02
   794    0.16998E-01    0.33787E-03    0.16529E-03    0.15256E-02
   795    0.17037E-01    0.33574E-03    0.16456E-03    0.15333E-02
   796    0.17078E-01    0.33357E-03    0.16383E-03    0.15402E-02
   797    0.17118E-01    0.33134E-03    0.16312E-03    0.15464E-02
   798    0.17158E-01    0.32905E-03    0.16242E-03    0.15519E-02
   799    0.17198E-01    0.32672E-03    0.16173E-03    0.15565E-02
   800    0.17238E-01    0.32434E-03    0.16105E-03    0.15602E-02
   801    0.17277E-01    0.32191E-03    0.16039E-03    0.15631E-02
   802    0.17315E-01    0.31943E-03    0.15974E-03    0.15652E-02
   803    0.17352E-01    0.31691E-03    0.15910E-03    0.15664E-02
   804    0.17389E-01    0.31434E-03    0.15847E-03    0.15667E-02
   805    0.17424E-01    0.31174E-03    0.15785E-03    0.15663E-02
   806    0.17459E-01    0.30911E-03    0.15725E-03    0.15652E-02
   807    0.17493E-01    0.30644E-03    0.15666E-03    0.15633E-02
   808    0.17525E-01    0.30374E-03    0.15608E-03    0.15606E-02
   809    0.17557E-01    0.30102E-03    0.15551E-03    0.15573E-02
   810    0.17587E-01    0.29828E-03    0.15495E-03    0.15532E-02
   811    0.17616E-01    0.29551E-03    0.15441E-03    0.15485E-02
   812    0.17643E-01    0.29273E-03    0.15387E-03    0.15432E-02
   813    0.17669E-01    0.28994E-03    0.15335E-03    0.15372E-02
   814    0.17694E-01    0.28713E-03    0.15284E-03    0.15307E-02
   815    0.17717E-01    0.28431E-03    0.15233E-03    0.15236E-02
   816    0.17738E-01    0.28149E-03    0.15184E-03    0.15159E-02
   817    0.17758E-01    0.27867E-03    0.15136E-03    0.15077E-02
   818    0.17775E-01    0.27585E-03    0.15089E-03    0.14989E-02
   819    0.17791E-01    0.27303E-03    0.15043E-03    0.14897E-02
   820    0.17805E-01    0.27021E-03    0.14997E-03    0.14800E-02
   821    0.17818E-01    0.26741E-03    0.14953E-03    0.14699E-02
   822    0.17828E-01    0.26462E-03    0.14910E-03    0.14593E-02
   823    0.17836E-01    0.26184E-03    0.14867E-03    0.14483E-02
   824    0.17842E-01    0.25908E-03    0.14826E-03    0.14370E-02
   825    0.17845E-01    0.25634E-03    0.14785E-03    0.14253E-02
   826    0.17846E-01    0.25363E-03    0.14745E-03    0.14132E-02
   827    0.17845E-01    0.25094E-03    0.14706E-03    0.14009E-02
   828    0.17842E-01    0.24828E-03    0.14668E-03    0.13882E-02
   829    0.17836E-01    0.24565E-03    0.14631E-03    0.13752E-02
   830    0.17827E-01    0.24306E-03    0.14595E-03    0.13620E-02
   831    0.17816E-01    0.24051E-03    0.14559E-03    0.13486E-02
   832    0.17802E-01    0.23800E-03    0.14524E-03    0.13350E-02
   833    0.17786E-01    0.23554E-03    0.14490E-03    0.13211E-02
   834    0.17766E-01    0.23312E-03    0.14457E-03    0.13071E-02
   835    0.17744E-01    0.23075E-03    0.14424E-03    0.12930E-02
   836    0.17718E-01    0.22843E-03    0.14392E-03    0.12787E-02
   837    0.17690E-01    0.22617E-03    0.14361E-03    0.12643E-02
   838    0.17658E-01    0.22397E-03    0.14331E-03    0.12499E-02
   839    0.17624E-01    0.22183E-03    0.14301E-03    0.12354E-02
   840    0.17586E-01    0.21976E-03    0.14272E-03    0.12208E-02
   841    0.17545E-01    0.21775E-03    0.14243E-03    0.12062E-02
   842    0.17500E-01    0.21582E-03    0.14215E-03    0.11916E-02
   843    0.17452E-01    0.21395E-03    0.14188E-03    0.11771E-02
   844    0.17401E-01    0.21217E-03    0.14161E-03    0.11626E-02
   845    0.17346E-01    0.21046E-03    0.14135E-03    0.11481E-02
   846    0.17287E-01    0.20884E-03    0.14110E-03    0.11338E-02
   847    0.17225E-01    0.20730E-03    0.14084E-03    0.11196E-02
   848    0.17159E-01    0.20585E-03    0.14060E-03    0.11055E-02
   849    0.17089E-01    0.20449E-03    0.14036E-03    0.10915E-02
   850    0.17015E-01    0.20322E-03    0.14012E-03    0.10777E-02
   851    0.16937E-01    0.20205E-03    0.13989E-03    0.10641E-02
   852    0.16856E-01    0.20098E-03    0.13967E-03    0.10508E-02
   853    0.16771E-01    0.19999E-03    0.13945E-03    0.10376E-02
   854    0.16682E-01    0.19910E-03    0.13923E-03    0.10246E-02
   855    0.16590E-01    0.19829E-03    0.13901E-03    0.10119E-02
   856    0.16495E-01    0.19757E-03    0.13880E-03    0.99933E-03
   857    0.16396E-01    0.19693E-03    0.13860E-03    0.98701E-03
   858    0.16295E-01    0.19638E-03    0.13839E-03    0.97492E-03
   859    0.16191E-01    0.19590E-03    0.13819E-03    0.96306E-03
   860    0.16084E-01    0.19549E-03    0.13799E-03    0.95144E-03
   861    0.15975E-01    0.19516E-03    0.13780E-03    0.94006E-03
   862    0.15864E-01    0.19490E-03    0.13760E-03    0.92892E-03
   863    0.15750E-01    0.19471E-03    0.13741E-03    0.91802E-03
   864    0.15634E-01    0.19458E-03    0.13722E-03    0.90738E-03
   865    0.15517E-01    0.19452E-03    0.13703E-03    0.89699E-03
   866    0.15397E-01    0.19451E-03    0.13684E-03    0.88687E-03
   867    0.15276E-01    0.19457E-03    0.13665E-03    0.87701E-03
   868    0.15154E-01    0.19468E-03    0.13647E-03    0.86741E-03
   869    0.15030E-01    0.19485E-03    0.13628E-03    0.85809E-03
   870    0.14906E-01    0.19507E-03    0.13609E-03    0.84905E-03
   871    0.14780E-01    0.19534E-03    0.13591E-03    0.84029E-03
   872    0.14653E-01    0.19565E-03    0.13572E-03    0.83181E-03
   873    0.14526E-01    0.19601E-03    0.13554E-03    0.82363E-03
   874    0.14398E-01    0.19641E-03    0.13535E-03    0.81573E-03
   875    0.14269E-01    0.19685E-03    0.13516E-03    0.80814E-03
   876    0.14141E-01    0.19733E-03    0.13497E-03    0.80085E-03
   877    0.14012E-01    0.19784E-03    0.13478E-03    0.79386E-03
   878    0.13883E-01    0.19839E-03    0.13458E-03    0.78719E-03
   879    0.13755E-01    0.19896E-03    0.13439E-03    0.78083E-03
   880    0.13626E-01    0.19956E-03    0.13419E-03    0.77479E-03
   881    0.13499E-01    0.20019E-03    0.13399E-03    0.76908E-03
   882    0.13372E-01    0.20084E-03    0.13379E-03    0.76369E-03
   883    0.13245E-01    0.20151E-03    0.13358E-03    0.75864E-03
   884    0.13120E-01    0.20220E-03    0.13337E-03    0.75392E-03
   885    0.12995E-01    0.20291E-03    0.13316E-03    0.74954E-03
   886    0.12872E-01    0.20363E-03    0.13295E-03    0.74551E-03
   887    0.12750E-01    0.20436E-03    0.13273E-03    0.74182E-03
   888    0.12630E-01    0.20510E-03    0.13250E-03    0.73849E-03
   889    0.12512E-01    0.20584E-03    0.13227E-03    0.73552E-03
   890    0.12395E-01    0.20659E-03    0.13204E-03    0.73291E-03
   891    0.12280E-01    0.20734E-03    0.13180E-03    0.73067E-03
   892    0.12167E-01    0.20809E-03    0.13156E-03    0.72879E-03
   893    0.12057E-01    0.20884E-03    0.13131E-03    0.72730E-03
   894    0.11948E-01    0.20958E-03    0.13106E-03    0.72618E-03
   895    0.11843E-01    0.21031E-03    0.13080E-03    0.72544E-03
   896    0.11740E-01    0.21103E-03    0.13053E-03    0.72509E-03
   897    0.11640E-01    0.21174E-03    0.13026E-03    0.72513E-03
   898    0.11543E-01    0.21243E-03    0.12998E-03    0.72557E-03
   899    0.11449E-01    0.21311E-03    0.12969E-03    0.72641E-03
   900    0.11358E-01    0.21376E-03    0.12940E-03    0.72765E-03
   901    0.11271E-01    0.21440E-03    0.12910E-03    0.72930E-03
   902    0.11187E-01    0.21501E-03    0.12879E-03    0.73134E-03
   903    0.11107E-01    0.21560E-03    0.12848E-03    0.73376E-03
   904    0.11029E-01    0.21616E-03    0.12816E-03    0.73654E-03
   905    0.10955E-01    0.21670E-03    0.12783E-03    0.73967E-03
   906    0.10884E-01    0.21722E-03    0.12750E-03    0.74313E-03
   907    0.10816E-01    0.21771E-03    0.12716E-03    0.74690E-03
   908    0.10751E-01    0.21817E-03    0.12681E-03    0.75098E-03
   909    0.10689E-01    0.21861E-03    0.12646E-03    0.75534E-03
   910    0.10630E-01    0.21902E-03    0.12611E-03    0.75997E-03
   911    0.10574E-01    0.21941E-03    0.12575E-03    0.76485E-03
   912    0.10520E-01    0.21977E-03    0.12538E-03    0.76998E-03
   913    0.10470E-01    0.22010E-03    0.12501E-03    0.77532E-03
   914    0.10421E-01    0.22040E-03    0.12463E-03    0.78088E-03
   915    0.10376E-01    0.22068E-03    0.12426E-03    0.78662E-03
   916    0.10333E-01    0.22093E-03    0.12387E-03    0.79255E-03
   917    0.10292E-01    0.22115E-03    0.12349E-03    0.79863E-03
   918    0.10254E-01    0.22133E-03    0.12310E-03    0.80486E-03
   919    0.10219E-01    0.22149E-03    0.12270E-03    0.81122E-03
   920    0.10185E-01    0.22162E-03    0.12231E-03    0.81770E-03
   921    0.10154E-01    0.22172E-03    0.12191E-03    0.82428E-03
   922    0.10125E-01    0.22178E-03    0.12151E-03    0.83094E-03
   923    0.10098E-01    0.22182E-03    0.12110E-03    0.83767E-03
   924    0.10073E-01    0.22182E-03    0.12069E-03    0.84445E-03
   925    0.10050E-01    0.22179E-03    0.12029E-03    0.85127E-03
   926    0.10029E-01    0.22173E-03    0.11988E-03    0.85811E-03
   927    0.10010E-01    0.22163E-03    0.11946E-03    0.86496E-03
   928    0.99930E-02    0.22150E-03    0.11905E-03    0.87181E-03
   929    0.99775E-02    0.22134E-03    0.11864E-03    0.87862E-03
   930    0.99637E-02    0.22114E-03    0.11822E-03    0.88540E-03
   931    0.99516E-02    0.22090E-03    0.11781E-03    0.89213E-03
   932    0.99410E-02    0.22064E-03    0.11739E-03    0.89878E-03
   933    0.99320E-02    0.22033E-03    0.11697E-03    0.90535E-03
   934    0.99244E-02    0.21999E-03    0.11656E-03    0.91181E-03
   935    0.99182E-02    0.21961E-03    0.11614E-03    0.91817E-03
   936    0.99133E-02    0.21920E-03    0.11573E-03    0.92438E-03
   937    0.99098E-02    0.21874E-03    0.11531E-03    0.93045E-03
   938    0.99074E-02    0.21825E-03    0.11490E-03    0.93636E-03
   939    0.99062E-02    0.21773E-03    0.11449E-03    0.94209E-03
   940    0.99062E-02    0.21716E-03    0.11408E-03    0.94763E-03
   941    0.99071E-02    0.21655E-03    0.11367E-03    0.95295E-03
   942    0.99091E-02    0.21591E-03    0.11326E-03    0.95806E-03
   943    0.99119E-02    0.21522E-03    0.11285E-03    0.96292E-03
   944    0.99157E-02    0.21449E-03    0.11245E-03    0.96753E-03
   945    0.99202E-02    0.21373E-03    0.11205E-03    0.97186E-03
   946    0.99255E-02    0.21292E-03    0.11165E-03    0.97591E-03
   947    0.99314E-02    0.21207E-03    0.11126E-03    0.97966E-03
   948    0.99380E-02    0.21117E-03    0.11086E-03    0.98309E-03
   949    0.99451E-02    0.21024E-03    0.11047E-03    0.98618E-03
   950    0.99528E-02    0.20926E-03    0.11009E-03    0.98893E-03
   951    0.99609E-02    0.20824E-03    0.10971E-03    0.99132E-03
   952    0.99694E-02    0.20718E-03    0.10933E-03    0.99335E-03
   953    0.99782E-02    0.20608E-03    0.10896E-03    0.99504E-03
   954    0.99874E-02    0.20494E-03    0.10859E-03    0.99638E-03
   955    0.99968E-02    0.20376E-03    0.10822E-03    0.99738E-03
   956    0.10006E-01    0.20255E-03    0.10786E-03    0.99806E-03
   957    0.10016E-01    0.20130E-03    0.10750E-03    0.99841E-03
   958    0.10026E-01    0.20003E-03    0.10715E-03    0.99845E-03
   959    0.10036E-01    0.19872E-03    0.10680E-03    0.99819E-03
   960    0.10046E-01    0.19739E-03    0.10645E-03    0.99762E-03
   961    0.10056E-01    0.19604E-03    0.10611E-03    0.99676E-03
   962    0.10066E-01    0.19465E-03    0.10577E-03    0.99561E-03
   963    0.10075E-01    0.19325E-03    0.10543E-03    0.99419E-03
   964    0.10085E-01    0.19183E-03    0.10510E-03    0.99249E-03
   965    0.10094E-01    0.19039E-03    0.10477E-03    0.99053E-03
   966    0.10103E-01    0.18893E-03    0.10445E-03    0.98831E-03
   967    0.10112E-01    0.18745E-03    0.10413E-03    0.98584E-03
   968    0.10120E-01    0.18597E-03    0.10381E-03    0.98312E-03
   969    0.10128E-01    0.18447E-03    0.10350E-03    0.98017E-03
   970    0.10136E-01    0.18296E-03    0.10319E-03    0.97699E-03
   971    0.10143E-01    0.18144E-03    0.10289E-03    0.97358E-03
   972    0.10149E-01    0.17992E-03    0.10259E-03    0.96996E-03
   973    0.10155E-01    0.17839E-03    0.10229E-03    0.96614E-03
   974    0.10160E-01    0.17686E-03    0.10200E-03    0.96211E-03
   975    0.10165E-01    0.17533E-03    0.10171E-03    0.95788E-03
   976    0.10168E-01    0.17380E-03    0.10142E-03    0.95347E-03
   977    0.10171E-01    0.17227E-03    0.10114E-03    0.94888E-03
   978    0.10173E-01    0.17075E-03    0.10086E-03    0.94412E-03
   979    0.10175E-01    0.16923E-03    0.10059E-03    0.93918E-03
   980    0.10175E-01    0.16772E-03    0.10032E-03    0.93409E-03
   981    0.10174E-01    0.16623E-03    0.10005E-03    0.92885E-03
   982    0.10172E-01    0.16474E-03    0.99788E-04    0.92346E-03
   983    0.10169E-01    0.16326E-03    0.99529E-04    0.91794E-03
   984    0.10165E-01    0.16180E-03    0.99274E-04    0.91228E-03
   985    0.10160E-01    0.16036E-03    0.99022E-04    0.90650E-03
   986    0.10154E-01    0.15894E-03    0.98775E-04    0.90060E-03
   987    0.10146E-01    0.15753E-03    0.98531E-04    0.89460E-03
   988    0.10137E-01    0.15615E-03    0.98291E-04    0.88849E-03
   989    0.10127E-01    0.15479E-03    0.98055E-04    0.88228E-03
   990    0.10115E-01    0.15346E-03    0.97823E-04    0.87599E-03
   991    0.10102E-01    0.15216E-03    0.97595E-04    0.86961E-03
   992    0.10087E-01    0.15088E-03    0.97370E-04    0.86316E-03
   993    0.10071E-01    0.14964E-03    0.97149E-04    0.85664E-03
   994    0.10053E-01    0.14842E-03    0.96932E-04    0.85006E-03
   995    0.10033E-01    0.14725E-03    0.96719E-04    0.84343E-03
   996    0.10012E-01    0.14611E-03    0.96510E-04    0.83675E-03
   997    0.99891E-02    0.14500E-03    0.96304E-04    0.83003E-03
   998    0.99643E-02    0.14394E-03    0.96103E-04    0.82328E-03
   999    0.99376E-02    0.14292E-03    0.95905E-04    0.81651E-03
  1000    0.99091E-02    0.14194E-03    0.95711E-04    0.80971E-03
  1001    0.98786E-02    0.14100E-03    0.95520E-04    0.80291E-03
  1002    0.98462E-02    0.14011E-03    0.95333E-04    0.79610E-03
  1003    0.98121E-02    0.13927E-03    0.95150E-04    0.78929E-03
  1004    0.97761E-02    0.13846E-03    0.94971E-04    0.78248E-03
  1005    0.97385E-02    0.13770E-03    0.94794E-04    0.77568E-03
  1006    0.96993E-02    0.13698E-03    0.94621E-04    0.76889E-03
  1007    0.96585E-02    0.13630E-03    0.94450E-04    0.76213E-03
  1008    0.96162E-02    0.13566E-03    0.94283E-04    0.75538E-03
  1009    0.95725E-02    0.13505E-03    0.94118E-04    0.74867E-03
  1010    0.95274E-02    0.13449E-03    0.93956E-04    0.74199E-03
  1011    0.94810E-02    0.13396E-03    0.93796E-04    0.73535E-03
  1012    0.94333E-02    0.13346E-03    0.93639E-04    0.72875E-03
  1013    0.93845E-02    0.13300E-03    0.93484E-04    0.72220E-03
  1014    0.93345E-02    0.13258E-03    0.93330E-04    0.71570E-03
  1015    0.92835E-02    0.13219E-03    0.93179E-04    0.70926E-03
  1016    0.92315E-02    0.13183E-03    0.93030E-04    0.70289E-03
  1017    0.91785E-02    0.13150E-03    0.92882E-04    0.69659E-03
  1018    0.91247E-02    0.13120E-03    0.92736E-04    0.69035E-03
  1019    0.90701E-02    0.13094E-03    0.92591E-04    0.68420E-03
  1020    0.90147E-02    0.13070E-03    0.92447E-04    0.67813E-03
  1021    0.89587E-02    0.13049E-03    0.92304E-04    0.67215E-03
  1022    0.89020E-02    0.13031E-03    0.92163E-04    0.66626E-03
  1023    0.88448E-02    0.13015E-03    0.92022E-04    0.66047E-03
  1024    0.87871E-02    0.13002E-03    0.91882E-04    0.65479E-03
  1025    0.87290E-02    0.12992E-03    0.91742E-04    0.64921E-03
  1026    0.86705E-02    0.12984E-03    0.91603E-04    0.64375E-03
  1027    0.86118E-02    0.12978E-03    0.91464E-04    0.63840E-03
  1028    0.85527E-02    0.12974E-03    0.91326E-04    0.63318E-03
  1029    0.84935E-02    0.12973E-03    0.91187E-04    0.62809E-03
  1030    0.84342E-02    0.12974E-03    0.91048E-04    0.62313E-03
  1031    0.83749E-02    0.12976E-03    0.90909E-04    0.61831E-03
  1032    0.83156E-02    0.12981E-03    0.90770E-04    0.61363E-03
  1033    0.82563E-02    0.12987E-03    0.90630E-04    0.60910E-03
  1034    0.81972E-02    0.12995E-03    0.90489E-04    0.60472E-03
  1035    0.81383E-02    0.13005E-03    0.90348E-04    0.60051E-03
  1036    0.80796E-02    0.13017E-03    0.90206E-04    0.59645E-03
  1037    0.80213E-02    0.13029E-03    0.90063E-04    0.59256E-03
  1038    0.79634E-02    0.13043E-03    0.89918E-04    0.58885E-03
  1039    0.79060E-02    0.13059E-03    0.89772E-04    0.58532E-03
  1040    0.78490E-02    0.13076E-03    0.89625E-04    0.58196E-03
  1041    0.77927E-02    0.13094E-03    0.89476E-04    0.57880E-03
  1042    0.77370E-02    0.13113E-03    0.89326E-04    0.57583E-03
  1043    0.76820E-02    0.13132E-03    0.89173E-04    0.57306E-03
  1044    0.76278E-02    0.13153E-03    0.89019E-04    0.57049E-03
  1045    0.75744E-02    0.13175E-03    0.88862E-04    0.56813E-03
  1046    0.75219E-02    0.13197E-03    0.88703E-04    0.56598E-03
  1047    0.74704E-02    0.13220E-03    0.88542E-04    0.56405E-03
  1048    0.74199E-02    0.13244E-03    0.88378E-04    0.56234E-03
  1049    0.73705E-02    0.13267E-03    0.88212E-04    0.56086E-03
  1050    0.73223E-02    0.13292E-03    0.88042E-04    0.55962E-03
  1051    0.72752E-02    0.13316E-03    0.87870E-04    0.55861E-03
  1052    0.72294E-02    0.13341E-03    0.87695E-04    0.55783E-03
  1053    0.71847E-02    0.13366E-03    0.87517E-04    0.55727E-03
  1054    0.71412E-02    0.13392E-03    0.87336E-04    0.55693E-03
  1055    0.70989E-02    0.13417E-03    0.87153E-04    0.55680E-03
  1056    0.70578E-02    0.13442E-03    0.86967E-04    0.55687E-03
  1057    0.70177E-02    0.13467E-03    0.86779E-04    0.55713E-03
  1058    0.69788E-02    0.13492E-03    0.86588E-04    0.55758E-03
  1059    0.69411E-02    0.13517E-03    0.86395E-04    0.55820E-03
  1060    0.69044E-02    0.13542E-03    0.86200E-04    0.55900E-03
  1061    0.68688E-02    0.13566E-03    0.86002E-04    0.55996E-03
  1062    0.68343E-02    0.13590E-03    0.85803E-04    0.56108E-03
  1063    0.68008E-02    0.13613E-03    0.85601E-04    0.56234E-03
  1064    0.67684E-02    0.13636E-03    0.85397E-04    0.56375E-03
  1065    0.67370E-02    0.13658E-03    0.85191E-04    0.56529E-03
  1066    0.67067E-02    0.13680E-03    0.84984E-04    0.56696E-03
  1067    0.66773E-02    0.13701E-03    0.84775E-04    0.56874E-03
  1068    0.66490E-02    0.13721E-03    0.84564E-04    0.57064E-03
  1069    0.66216E-02    0.13741E-03    0.84352E-04    0.57264E-03
  1070    0.65953E-02    0.13759E-03    0.84138E-04    0.57474E-03
  1071    0.65698E-02    0.13777E-03    0.83922E-04    0.57693E-03
  1072    0.65454E-02    0.13794E-03    0.83705E-04    0.57919E-03
  1073    0.65218E-02    0.13809E-03    0.83487E-04    0.58154E-03
  1074    0.64992E-02    0.13824E-03    0.83268E-04    0.58395E-03
