#    L    TT             EE             BB             TE          
   918    0.16122E+04    0.27526E+02    0.12310E-03    0.62556E+02
   919    0.16003E+04    0.27834E+02    0.12270E-03    0.62450E+02
   920    0.15885E+04    0.28142E+02    0.12231E-03    0.62311E+02
   921    0.15768E+04    0.28449E+02    0.12191E-03    0.62141E+02
   922    0.15651E+04    0.28755E+02    0.12151E-03    0.61939E+02
   923    0.15534E+04    0.29060E+02    0.12110E-03    0.61706E+02
   924    0.15417E+04    0.29364E+02    0.12069E-03    0.61441E+02
   925    0.15302E+04    0.29666E+02    0.12029E-03    0.61145E+02
   926    0.15186E+04    0.29968E+02    0.11988E-03    0.60820E+02
   927    0.15072E+04    0.30267E+02    0.11946E-03    0.60463E+02
   928    0.14958E+04    0.30566E+02    0.11905E-03    0.60075E+02
   929    0.14844E+04    0.30862E+02    0.11864E-03    0.59658E+02
   930    0.14732E+04    0.31156E+02    0.11822E-03    0.59211E+02
   931    0.14619E+04    0.31449E+02    0.11781E-03    0.58735E+02
   932    0.14508E+04    0.31739E+02    0.11739E-03    0.58229E+02
   933    0.14398E+04    0.32026E+02    0.11697E-03    0.57695E+02
   934    0.14288E+04    0.32313E+02    0.11656E-03    0.57133E+02
   935    0.14179E+04    0.32596E+02    0.11614E-03    0.56541E+02
   936    0.14071E+04    0.32876E+02    0.11573E-03    0.55922E+02
   937    0.13964E+04    0.33155E+02    0.11531E-03    0.55275E+02
   938    0.13857E+04    0.33431E+02    0.11490E-03    0.54601E+02
   939    0.13752E+04    0.33702E+02    0.11449E-03    0.53900E+02
   940    0.13647E+04    0.33972E+02    0.11408E-03    0.53172E+02
   941    0.13544E+04    0.34238E+02    0.11367E-03    0.52418E+02
   942    0.13441E+04    0.34501E+02    0.11326E-03    0.51638E+02
   943    0.13340E+04    0.34761E+02    0.11285E-03    0.50833E+02
   944    0.13240E+04    0.35017E+02    0.11245E-03    0.50002E+02
   945    0.13140E+04    0.35269E+02    0.11205E-03    0.49147E+02
   946    0.13042E+04    0.35518E+02    0.11165E-03    0.48267E+02
   947    0.12944E+04    0.35763E+02    0.11126E-03    0.47364E+02
   948    0.12847E+04    0.36005E+02    0.11086E-03    0.46438E+02
   949    0.12752E+04    0.36242E+02    0.11047E-03    0.45489E+02
   950    0.12658E+04    0.36476E+02    0.11009E-03    0.44518E+02
   951    0.12566E+04    0.36706E+02    0.10971E-03    0.43524E+02
   952    0.12474E+04    0.36932E+02    0.10933E-03    0.42510E+02
   953    0.12384E+04    0.37152E+02    0.10896E-03    0.41474E+02
   954    0.12295E+04    0.37369E+02    0.10859E-03    0.40418E+02
   955    0.12206E+04    0.37581E+02    0.10822E-03    0.39341E+02
   956    0.12119E+04    0.37789E+02    0.10786E-03    0.38245E+02
   957    0.12034E+04    0.37991E+02    0.10750E-03    0.37130E+02
   958    0.11949E+04    0.38189E+02    0.10715E-03    0.35996E+02
   959    0.11867E+04    0.38383E+02    0.10680E-03    0.34844E+02
   960    0.11786E+04    0.38572E+02    0.10645E-03    0.33675E+02
   961    0.11705E+04    0.38755E+02    0.10611E-03    0.32489E+02
   962    0.11626E+04    0.38934E+02    0.10577E-03    0.31287E+02
   963    0.11549E+04    0.39108E+02    0.10543E-03    0.30068E+02
   964    0.11473E+04    0.39276E+02    0.10510E-03    0.28835E+02
   965    0.11398E+04    0.39439E+02    0.10477E-03    0.27587E+02
   966    0.11325E+04    0.39597E+02    0.10445E-03    0.26325E+02
   967    0.11253E+04    0.39751E+02    0.10413E-03    0.25050E+02
   968    0.11182E+04    0.39897E+02    0.10381E-03    0.23761E+02
   969    0.11113E+04    0.40039E+02    0.10350E-03    0.22460E+02
   970    0.11046E+04    0.40175E+02    0.10319E-03    0.21146E+02
   971    0.10979E+04    0.40306E+02    0.10289E-03    0.19821E+02
   972    0.10914E+04    0.40431E+02    0.10259E-03    0.18486E+02
   973    0.10850E+04    0.40550E+02    0.10229E-03    0.17140E+02
   974    0.10789E+04    0.40664E+02    0.10200E-03    0.15784E+02
   975    0.10728E+04    0.40772E+02    0.10171E-03    0.14419E+02
   976    0.10670E+04    0.40873E+02    0.10142E-03    0.13045E+02
   977    0.10612E+04    0.40970E+02    0.10114E-03    0.11665E+02
   978    0.10556E+04    0.41060E+02    0.10086E-03    0.10276E+02
   979    0.10502E+04    0.41145E+02    0.10059E-03    0.88812E+01
   980    0.10449E+04    0.41224E+02    0.10032E-03    0.74799E+01
   981    0.10397E+04    0.41295E+02    0.10005E-03    0.60729E+01
   982    0.10347E+04    0.41362E+02    0.99788E-04    0.46611E+01
   983    0.10299E+04    0.41423E+02    0.99529E-04    0.32447E+01
   984    0.10252E+04    0.41476E+02    0.99274E-04    0.18243E+01
   985    0.10207E+04    0.41525E+02    0.99022E-04    0.40032E+00
   986    0.10162E+04    0.41567E+02    0.98775E-04   -0.10261E+01
   987    0.10119E+04    0.41603E+02    0.98531E-04   -0.24553E+01
   988    0.10079E+04    0.41634E+02    0.98291E-04   -0.38859E+01
   989    0.10039E+04    0.41657E+02    0.98055E-04   -0.53166E+01
   990    0.10001E+04    0.41678E+02    0.97823E-04   -0.67490E+01
   991    0.99648E+03    0.41690E+02    0.97595E-04   -0.81810E+01
   992    0.99298E+03    0.41696E+02    0.97370E-04   -0.96127E+01
   993    0.98955E+03    0.41695E+02    0.97149E-04   -0.11043E+02
   994    0.98634E+03    0.41690E+02    0.96932E-04   -0.12471E+02
   995    0.98334E+03    0.41678E+02    0.96719E-04   -0.13898E+02
   996    0.98042E+03    0.41658E+02    0.96510E-04   -0.15321E+02
   997    0.97764E+03    0.41635E+02    0.96304E-04   -0.16741E+02
   998    0.97501E+03    0.41604E+02    0.96103E-04   -0.18157E+02
   999    0.97252E+03    0.41568E+02    0.95905E-04   -0.19568E+02
  1000    0.97018E+03    0.41526E+02    0.95711E-04   -0.20975E+02
  1001    0.96798E+03    0.41478E+02    0.95520E-04   -0.22375E+02
  1002    0.96586E+03    0.41423E+02    0.95333E-04   -0.23769E+02
  1003    0.96395E+03    0.41363E+02    0.95150E-04   -0.25157E+02
  1004    0.96220E+03    0.41297E+02    0.94971E-04   -0.26537E+02
  1005    0.96066E+03    0.41225E+02    0.94794E-04   -0.27908E+02
  1006    0.95919E+03    0.41147E+02    0.94621E-04   -0.29272E+02
  1007    0.95780E+03    0.41062E+02    0.94450E-04   -0.30627E+02
  1008    0.95633E+03    0.40972E+02    0.94283E-04   -0.31972E+02
  1009    0.95523E+03    0.40877E+02    0.94118E-04   -0.33307E+02
  1010    0.95427E+03    0.40776E+02    0.93956E-04   -0.34631E+02
  1011    0.95339E+03    0.40670E+02    0.93796E-04   -0.35945E+02
  1012    0.95266E+03    0.40558E+02    0.93639E-04   -0.37248E+02
  1013    0.95207E+03    0.40441E+02    0.93484E-04   -0.38538E+02
  1014    0.95163E+03    0.40318E+02    0.93330E-04   -0.39817E+02
  1015    0.95119E+03    0.40190E+02    0.93179E-04   -0.41082E+02
  1016    0.95097E+03    0.40056E+02    0.93030E-04   -0.42334E+02
  1017    0.95090E+03    0.39918E+02    0.92882E-04   -0.43573E+02
  1018    0.95091E+03    0.39773E+02    0.92736E-04   -0.44797E+02
  1019    0.95098E+03    0.39624E+02    0.92591E-04   -0.46007E+02
  1020    0.95128E+03    0.39468E+02    0.92447E-04   -0.47203E+02
  1021    0.95166E+03    0.39308E+02    0.92304E-04   -0.48383E+02
  1022    0.95210E+03    0.39144E+02    0.92163E-04   -0.49547E+02
  1023    0.95270E+03    0.38973E+02    0.92022E-04   -0.50693E+02
  1024    0.95337E+03    0.38798E+02    0.91882E-04   -0.51823E+02
  1025    0.95412E+03    0.38618E+02    0.91742E-04   -0.52933E+02
  1026    0.95524E+03    0.38433E+02    0.91603E-04   -0.54028E+02
  1027    0.95621E+03    0.38245E+02    0.91464E-04   -0.55104E+02
  1028    0.95725E+03    0.38052E+02    0.91326E-04   -0.56161E+02
  1029    0.95845E+03    0.37854E+02    0.91187E-04   -0.57201E+02
  1030    0.95972E+03    0.37652E+02    0.91048E-04   -0.58221E+02
  1031    0.96091E+03    0.37445E+02    0.90909E-04   -0.59220E+02
  1032    0.96241E+03    0.37233E+02    0.90770E-04   -0.60204E+02
  1033    0.96391E+03    0.37018E+02    0.90630E-04   -0.61166E+02
  1034    0.96563E+03    0.36799E+02    0.90489E-04   -0.62107E+02
  1035    0.96735E+03    0.36576E+02    0.90348E-04   -0.63029E+02
  1036    0.96915E+03    0.36348E+02    0.90206E-04   -0.63930E+02
  1037    0.97103E+03    0.36117E+02    0.90063E-04   -0.64810E+02
  1038    0.97306E+03    0.35883E+02    0.89918E-04   -0.65670E+02
  1039    0.97516E+03    0.35645E+02    0.89772E-04   -0.66504E+02
  1040    0.97719E+03    0.35403E+02    0.89625E-04   -0.67319E+02
  1041    0.97945E+03    0.35158E+02    0.89476E-04   -0.68110E+02
  1042    0.98171E+03    0.34910E+02    0.89326E-04   -0.68879E+02
  1043    0.98405E+03    0.34658E+02    0.89173E-04   -0.69625E+02
  1044    0.98654E+03    0.34402E+02    0.89019E-04   -0.70349E+02
  1045    0.98896E+03    0.34145E+02    0.88862E-04   -0.71052E+02
  1046    0.99153E+03    0.33884E+02    0.88703E-04   -0.71726E+02
  1047    0.99418E+03    0.33620E+02    0.88542E-04   -0.72387E+02
  1048    0.99676E+03    0.33354E+02    0.88378E-04   -0.73020E+02
  1049    0.99949E+03    0.33085E+02    0.88212E-04   -0.73623E+02
  1050    0.10022E+04    0.32814E+02    0.88042E-04   -0.74206E+02
  1051    0.10050E+04    0.32540E+02    0.87870E-04   -0.74768E+02
  1052    0.10079E+04    0.32263E+02    0.87695E-04   -0.75301E+02
  1053    0.10107E+04    0.31984E+02    0.87517E-04   -0.75813E+02
  1054    0.10136E+04    0.31704E+02    0.87336E-04   -0.76304E+02
  1055    0.10166E+04    0.31422E+02    0.87153E-04   -0.76766E+02
  1056    0.10195E+04    0.31138E+02    0.86967E-04   -0.77207E+02
  1057    0.10226E+04    0.30852E+02    0.86779E-04   -0.77620E+02
  1058    0.10258E+04    0.30565E+02    0.86588E-04   -0.78011E+02
  1059    0.10290E+04    0.30276E+02    0.86395E-04   -0.78373E+02
  1060    0.10321E+04    0.29985E+02    0.86200E-04   -0.78714E+02
  1061    0.10353E+04    0.29694E+02    0.86002E-04   -0.79026E+02
  1062    0.10385E+04    0.29402E+02    0.85803E-04   -0.79317E+02
  1063    0.10416E+04    0.29108E+02    0.85601E-04   -0.79579E+02
  1064    0.10448E+04    0.28814E+02    0.85397E-04   -0.79827E+02
  1065    0.10481E+04    0.28518E+02    0.85191E-04   -0.80047E+02
  1066    0.10512E+04    0.28222E+02    0.84984E-04   -0.80237E+02
  1067    0.10546E+04    0.27925E+02    0.84775E-04   -0.80398E+02
  1068    0.10578E+04    0.27628E+02    0.84564E-04   -0.80538E+02
  1069    0.10611E+04    0.27331E+02    0.84352E-04   -0.80664E+02
  1070    0.10644E+04    0.27033E+02    0.84138E-04   -0.80760E+02
  1071    0.10676E+04    0.26736E+02    0.83922E-04   -0.80828E+02
  1072    0.10709E+04    0.26438E+02    0.83705E-04   -0.80867E+02
  1073    0.10743E+04    0.26140E+02    0.83487E-04   -0.80884E+02
  1074    0.10775E+04    0.25843E+02    0.83268E-04   -0.80879E+02
  1075    0.10808E+04    0.25546E+02    0.83047E-04   -0.80852E+02
  1076    0.10840E+04    0.25249E+02    0.82826E-04   -0.80797E+02
  1077    0.10873E+04    0.24953E+02    0.82603E-04   -0.80727E+02
  1078    0.10905E+04    0.24658E+02    0.82380E-04   -0.80613E+02
  1079    0.10936E+04    0.24363E+02    0.82155E-04   -0.80492E+02
  1080    0.10969E+04    0.24069E+02    0.81930E-04   -0.80349E+02
  1081    0.11000E+04    0.23777E+02    0.81704E-04   -0.80177E+02
  1082    0.11031E+04    0.23486E+02    0.81478E-04   -0.79983E+02
  1083    0.11062E+04    0.23195E+02    0.81251E-04   -0.79767E+02
  1084    0.11093E+04    0.22906E+02    0.81023E-04   -0.79529E+02
  1085    0.11123E+04    0.22619E+02    0.80795E-04   -0.79262E+02
  1086    0.11154E+04    0.22333E+02    0.80567E-04   -0.78987E+02
  1087    0.11184E+04    0.22050E+02    0.80339E-04   -0.78669E+02
  1088    0.11213E+04    0.21766E+02    0.80110E-04   -0.78343E+02
  1089    0.11242E+04    0.21486E+02    0.79881E-04   -0.77987E+02
  1090    0.11270E+04    0.21207E+02    0.79652E-04   -0.77625E+02
  1091    0.11299E+04    0.20930E+02    0.79424E-04   -0.77225E+02
  1092    0.11327E+04    0.20655E+02    0.79195E-04   -0.76811E+02
  1093    0.11355E+04    0.20383E+02    0.78967E-04   -0.76374E+02
  1094    0.11380E+04    0.20113E+02    0.78738E-04   -0.75923E+02
  1095    0.11408E+04    0.19846E+02    0.78511E-04   -0.75457E+02
  1096    0.11433E+04    0.19581E+02    0.78283E-04   -0.74961E+02
  1097    0.11459E+04    0.19318E+02    0.78056E-04   -0.74443E+02
  1098    0.11484E+04    0.19059E+02    0.77830E-04   -0.73910E+02
  1099    0.11508E+04    0.18803E+02    0.77604E-04   -0.73362E+02
  1100    0.11532E+04    0.18550E+02    0.77379E-04   -0.72792E+02
  1101    0.11555E+04    0.18299E+02    0.77155E-04   -0.72204E+02
  1102    0.11579E+04    0.18051E+02    0.76931E-04   -0.71597E+02
  1103    0.11601E+04    0.17807E+02    0.76709E-04   -0.70974E+02
  1104    0.11623E+04    0.17567E+02    0.76487E-04   -0.70333E+02
  1105    0.11643E+04    0.17329E+02    0.76267E-04   -0.69675E+02
  1106    0.11663E+04    0.17094E+02    0.76047E-04   -0.69001E+02
  1107    0.11683E+04    0.16864E+02    0.75828E-04   -0.68311E+02
  1108    0.11702E+04    0.16636E+02    0.75610E-04   -0.67605E+02
  1109    0.11720E+04    0.16410E+02    0.75393E-04   -0.66884E+02
  1110    0.11737E+04    0.16190E+02    0.75178E-04   -0.66149E+02
  1111    0.11754E+04    0.15974E+02    0.74963E-04   -0.65398E+02
  1112    0.11771E+04    0.15761E+02    0.74749E-04   -0.64634E+02
  1113    0.11785E+04    0.15554E+02    0.74537E-04   -0.63855E+02
  1114    0.11799E+04    0.15348E+02    0.74326E-04   -0.63064E+02
  1115    0.11814E+04    0.15148E+02    0.74116E-04   -0.62260E+02
  1116    0.11827E+04    0.14952E+02    0.73907E-04   -0.61444E+02
  1117    0.11839E+04    0.14760E+02    0.73700E-04   -0.60616E+02
  1118    0.11850E+04    0.14573E+02    0.73494E-04   -0.59775E+02
  1119    0.11862E+04    0.14390E+02    0.73289E-04   -0.58923E+02
  1120    0.11872E+04    0.14211E+02    0.73086E-04   -0.58061E+02
  1121    0.11881E+04    0.14037E+02    0.72884E-04   -0.57187E+02
  1122    0.11889E+04    0.13867E+02    0.72683E-04   -0.56304E+02
  1123    0.11896E+04    0.13702E+02    0.72484E-04   -0.55412E+02
  1124    0.11903E+04    0.13541E+02    0.72287E-04   -0.54511E+02
  1125    0.11909E+04    0.13385E+02    0.72091E-04   -0.53600E+02
  1126    0.11914E+04    0.13234E+02    0.71896E-04   -0.52681E+02
  1127    0.11918E+04    0.13087E+02    0.71703E-04   -0.51755E+02
  1128    0.11922E+04    0.12946E+02    0.71512E-04   -0.50822E+02
  1129    0.11924E+04    0.12809E+02    0.71322E-04   -0.49881E+02
  1130    0.11925E+04    0.12677E+02    0.71134E-04   -0.48933E+02
  1131    0.11926E+04    0.12550E+02    0.70948E-04   -0.47981E+02
  1132    0.11926E+04    0.12428E+02    0.70763E-04   -0.47022E+02
  1133    0.11925E+04    0.12311E+02    0.70581E-04   -0.46059E+02
  1134    0.11923E+04    0.12199E+02    0.70400E-04   -0.45090E+02
  1135    0.11920E+04    0.12092E+02    0.70221E-04   -0.44117E+02
  1136    0.11916E+04    0.11990E+02    0.70043E-04   -0.43141E+02
  1137    0.11912E+04    0.11892E+02    0.69868E-04   -0.42160E+02
  1138    0.11907E+04    0.11801E+02    0.69695E-04   -0.41178E+02
  1139    0.11901E+04    0.11714E+02    0.69523E-04   -0.40191E+02
  1140    0.11894E+04    0.11633E+02    0.69354E-04   -0.39204E+02
  1141    0.11886E+04    0.11555E+02    0.69186E-04   -0.38214E+02
  1142    0.11877E+04    0.11484E+02    0.69021E-04   -0.37224E+02
  1143    0.11867E+04    0.11417E+02    0.68857E-04   -0.36233E+02
  1144    0.11856E+04    0.11355E+02    0.68696E-04   -0.35242E+02
  1145    0.11845E+04    0.11300E+02    0.68537E-04   -0.34250E+02
  1146    0.11832E+04    0.11249E+02    0.68380E-04   -0.33259E+02
  1147    0.11819E+04    0.11203E+02    0.68225E-04   -0.32270E+02
  1148    0.11805E+04    0.11162E+02    0.68073E-04   -0.31281E+02
  1149    0.11790E+04    0.11127E+02    0.67922E-04   -0.30295E+02
  1150    0.11774E+04    0.11096E+02    0.67774E-04   -0.29311E+02
  1151    0.11758E+04    0.11071E+02    0.67629E-04   -0.28329E+02
  1152    0.11740E+04    0.11050E+02    0.67485E-04   -0.27351E+02
  1153    0.11722E+04    0.11035E+02    0.67344E-04   -0.26376E+02
  1154    0.11703E+04    0.11026E+02    0.67205E-04   -0.25405E+02
  1155    0.11683E+04    0.11021E+02    0.67068E-04   -0.24438E+02
  1156    0.11662E+04    0.11020E+02    0.66933E-04   -0.23476E+02
  1157    0.11640E+04    0.11025E+02    0.66800E-04   -0.22519E+02
  1158    0.11618E+04    0.11035E+02    0.66669E-04   -0.21568E+02
  1159    0.11596E+04    0.11050E+02    0.66539E-04   -0.20623E+02
  1160    0.11571E+04    0.11070E+02    0.66411E-04   -0.19685E+02
  1161    0.11547E+04    0.11095E+02    0.66285E-04   -0.18753E+02
  1162    0.11521E+04    0.11125E+02    0.66161E-04   -0.17829E+02
  1163    0.11495E+04    0.11160E+02    0.66038E-04   -0.16913E+02
  1164    0.11468E+04    0.11200E+02    0.65916E-04   -0.16004E+02
  1165    0.11440E+04    0.11244E+02    0.65796E-04   -0.15103E+02
  1166    0.11411E+04    0.11293E+02    0.65678E-04   -0.14212E+02
  1167    0.11382E+04    0.11347E+02    0.65560E-04   -0.13330E+02
  1168    0.11352E+04    0.11405E+02    0.65444E-04   -0.12456E+02
  1169    0.11322E+04    0.11469E+02    0.65329E-04   -0.11594E+02
  1170    0.11291E+04    0.11536E+02    0.65215E-04   -0.10741E+02
  1171    0.11259E+04    0.11609E+02    0.65102E-04   -0.98990E+01
  1172    0.11227E+04    0.11685E+02    0.64990E-04   -0.90680E+01
  1173    0.11193E+04    0.11767E+02    0.64879E-04   -0.82477E+01
  1174    0.11160E+04    0.11852E+02    0.64769E-04   -0.74394E+01
  1175    0.11125E+04    0.11941E+02    0.64659E-04   -0.66430E+01
  1176    0.11089E+04    0.12035E+02    0.64550E-04   -0.58592E+01
  1177    0.11053E+04    0.12134E+02    0.64442E-04   -0.50875E+01
  1178    0.11017E+04    0.12235E+02    0.64334E-04   -0.43287E+01
  1179    0.10980E+04    0.12343E+02    0.64227E-04   -0.35830E+01
  1180    0.10943E+04    0.12454E+02    0.64120E-04   -0.28506E+01
  1181    0.10905E+04    0.12569E+02    0.64014E-04   -0.21319E+01
  1182    0.10866E+04    0.12687E+02    0.63908E-04   -0.14272E+01
  1183    0.10827E+04    0.12810E+02    0.63802E-04   -0.73655E+00
  1184    0.10787E+04    0.12935E+02    0.63696E-04   -0.60464E-01
  1185    0.10747E+04    0.13066E+02    0.63591E-04    0.60102E+00
  1186    0.10706E+04    0.13199E+02    0.63485E-04    0.12475E+01
  1187    0.10665E+04    0.13336E+02    0.63380E-04    0.18787E+01
  1188    0.10623E+04    0.13477E+02    0.63274E-04    0.24944E+01
  1189    0.10581E+04    0.13621E+02    0.63168E-04    0.30946E+01
  1190    0.10539E+04    0.13768E+02    0.63062E-04    0.36789E+01
  1191    0.10496E+04    0.13918E+02    0.62956E-04    0.42474E+01
  1192    0.10452E+04    0.14072E+02    0.62849E-04    0.47995E+01
  1193    0.10408E+04    0.14229E+02    0.62742E-04    0.53353E+01
  1194    0.10365E+04    0.14388E+02    0.62635E-04    0.58547E+01
  1195    0.10321E+04    0.14551E+02    0.62526E-04    0.63574E+01
  1196    0.10275E+04    0.14717E+02    0.62418E-04    0.68430E+01
  1197    0.10230E+04    0.14885E+02    0.62308E-04    0.73118E+01
  1198    0.10185E+04    0.15056E+02    0.62198E-04    0.77622E+01
  1199    0.10139E+04    0.15230E+02    0.62087E-04    0.81967E+01
  1200    0.10093E+04    0.15406E+02    0.61975E-04    0.86135E+01
  1201    0.10047E+04    0.15584E+02    0.61862E-04    0.90120E+01
  1202    0.99996E+03    0.15766E+02    0.61749E-04    0.93936E+01
  1203    0.99531E+03    0.15949E+02    0.61634E-04    0.97568E+01
  1204    0.99058E+03    0.16135E+02    0.61519E-04    0.10102E+02
  1205    0.98584E+03    0.16321E+02    0.61402E-04    0.10429E+02
  1206    0.98110E+03    0.16511E+02    0.61285E-04    0.10739E+02
  1207    0.97643E+03    0.16702E+02    0.61167E-04    0.11029E+02
  1208    0.97168E+03    0.16896E+02    0.61048E-04    0.11302E+02
  1209    0.96686E+03    0.17090E+02    0.60928E-04    0.11557E+02
  1210    0.96210E+03    0.17286E+02    0.60808E-04    0.11792E+02
  1211    0.95727E+03    0.17484E+02    0.60687E-04    0.12009E+02
  1212    0.95250E+03    0.17683E+02    0.60565E-04    0.12208E+02
  1213    0.94766E+03    0.17883E+02    0.60442E-04    0.12389E+02
  1214    0.94289E+03    0.18086E+02    0.60319E-04    0.12550E+02
  1215    0.93811E+03    0.18288E+02    0.60195E-04    0.12693E+02
  1216    0.93333E+03    0.18492E+02    0.60070E-04    0.12818E+02
  1217    0.92840E+03    0.18697E+02    0.59944E-04    0.12924E+02
  1218    0.92361E+03    0.18904E+02    0.59818E-04    0.13011E+02
  1219    0.91874E+03    0.19110E+02    0.59692E-04    0.13080E+02
  1220    0.91395E+03    0.19317E+02    0.59564E-04    0.13131E+02
  1221    0.90914E+03    0.19524E+02    0.59437E-04    0.13163E+02
  1222    0.90434E+03    0.19733E+02    0.59308E-04    0.13175E+02
  1223    0.89953E+03    0.19942E+02    0.59179E-04    0.13171E+02
  1224    0.89471E+03    0.20149E+02    0.59050E-04    0.13146E+02
  1225    0.88997E+03    0.20359E+02    0.58920E-04    0.13104E+02
  1226    0.88522E+03    0.20567E+02    0.58789E-04    0.13044E+02
  1227    0.88054E+03    0.20776E+02    0.58658E-04    0.12965E+02
  1228    0.87579E+03    0.20985E+02    0.58527E-04    0.12868E+02
  1229    0.87110E+03    0.21194E+02    0.58395E-04    0.12753E+02
  1230    0.86626E+03    0.21402E+02    0.58263E-04    0.12621E+02
  1231    0.86156E+03    0.21610E+02    0.58130E-04    0.12470E+02
  1232    0.85686E+03    0.21817E+02    0.57997E-04    0.12303E+02
  1233    0.85231E+03    0.22025E+02    0.57863E-04    0.12117E+02
  1234    0.84767E+03    0.22231E+02    0.57729E-04    0.11914E+02
  1235    0.84333E+03    0.22437E+02    0.57595E-04    0.11694E+02
  1236    0.83883E+03    0.22640E+02    0.57461E-04    0.11457E+02
  1237    0.83433E+03    0.22844E+02    0.57326E-04    0.11202E+02
  1238    0.82990E+03    0.23047E+02    0.57191E-04    0.10931E+02
  1239    0.82547E+03    0.23248E+02    0.57055E-04    0.10642E+02
  1240    0.82103E+03    0.23448E+02    0.56920E-04    0.10338E+02
  1241    0.81674E+03    0.23647E+02    0.56784E-04    0.10017E+02
  1242    0.81236E+03    0.23845E+02    0.56648E-04    0.96811E+01
  1243    0.80806E+03    0.24041E+02    0.56512E-04    0.93272E+01
  1244    0.80382E+03    0.24236E+02    0.56375E-04    0.89590E+01
  1245    0.79966E+03    0.24429E+02    0.56239E-04    0.85749E+01
  1246    0.79549E+03    0.24620E+02    0.56102E-04    0.81766E+01
  1247    0.79132E+03    0.24810E+02    0.55965E-04    0.77624E+01
  1248    0.78721E+03    0.24997E+02    0.55828E-04    0.73331E+01
  1249    0.78318E+03    0.25184E+02    0.55691E-04    0.68895E+01
  1250    0.77921E+03    0.25368E+02    0.55554E-04    0.64314E+01
  1251    0.77524E+03    0.25549E+02    0.55417E-04    0.59590E+01
  1252    0.77142E+03    0.25729E+02    0.55280E-04    0.54725E+01
  1253    0.76751E+03    0.25906E+02    0.55143E-04    0.49724E+01
  1254    0.76368E+03    0.26080E+02    0.55006E-04    0.44590E+01
  1255    0.75992E+03    0.26253E+02    0.54869E-04    0.39322E+01
  1256    0.75630E+03    0.26423E+02    0.54732E-04    0.33927E+01
  1257    0.75267E+03    0.26591E+02    0.54595E-04    0.28406E+01
  1258    0.74904E+03    0.26755E+02    0.54458E-04    0.22762E+01
  1259    0.74548E+03    0.26917E+02    0.54321E-04    0.16998E+01
  1260    0.74200E+03    0.27076E+02    0.54185E-04    0.11116E+01
  1261    0.73858E+03    0.27233E+02    0.54049E-04    0.51207E+00
  1262    0.73523E+03    0.27387E+02    0.53912E-04   -0.98478E-01
  1263    0.73196E+03    0.27537E+02    0.53777E-04   -0.72002E+00
  1264    0.72867E+03    0.27685E+02    0.53641E-04   -0.13523E+01
  1265    0.72554E+03    0.27829E+02    0.53506E-04   -0.19947E+01
  1266    0.72240E+03    0.27971E+02    0.53371E-04   -0.26470E+01
  1267    0.71933E+03    0.28108E+02    0.53237E-04   -0.33090E+01
  1268    0.71634E+03    0.28245E+02    0.53103E-04   -0.39805E+01
  1269    0.71343E+03    0.28375E+02    0.52969E-04   -0.46606E+01
  1270    0.71056E+03    0.28503E+02    0.52836E-04   -0.53503E+01
  1271    0.70777E+03    0.28628E+02    0.52703E-04   -0.60479E+01
  1272    0.70503E+03    0.28749E+02    0.52571E-04   -0.67535E+01
  1273    0.70233E+03    0.28867E+02    0.52439E-04   -0.74671E+01
  1274    0.69972E+03    0.28980E+02    0.52308E-04   -0.81879E+01
  1275    0.69717E+03    0.29090E+02    0.52177E-04   -0.89152E+01
  1276    0.69467E+03    0.29197E+02    0.52047E-04   -0.96498E+01
  1277    0.69225E+03    0.29300E+02    0.51918E-04   -0.10390E+02
  1278    0.68989E+03    0.29400E+02    0.51789E-04   -0.11137E+02
  1279    0.68760E+03    0.29494E+02    0.51661E-04   -0.11889E+02
  1280    0.68539E+03    0.29587E+02    0.51533E-04   -0.12648E+02
  1281    0.68324E+03    0.29674E+02    0.51406E-04   -0.13410E+02
  1282    0.68116E+03    0.29758E+02    0.51280E-04   -0.14178E+02
  1283    0.67914E+03    0.29838E+02    0.51155E-04   -0.14950E+02
  1284    0.67720E+03    0.29914E+02    0.51031E-04   -0.15727E+02
  1285    0.67532E+03    0.29987E+02    0.50907E-04   -0.16506E+02
  1286    0.67350E+03    0.30054E+02    0.50784E-04   -0.17289E+02
  1287    0.67176E+03    0.30118E+02    0.50663E-04   -0.18075E+02
  1288    0.67009E+03    0.30178E+02    0.50542E-04   -0.18864E+02
  1289    0.66849E+03    0.30234E+02    0.50422E-04   -0.19654E+02
  1290    0.66695E+03    0.30285E+02    0.50303E-04   -0.20447E+02
  1291    0.66549E+03    0.30332E+02    0.50184E-04   -0.21242E+02
  1292    0.66409E+03    0.30374E+02    0.50067E-04   -0.22038E+02
  1293    0.66275E+03    0.30414E+02    0.49951E-04   -0.22836E+02
  1294    0.66150E+03    0.30449E+02    0.49836E-04   -0.23632E+02
  1295    0.66030E+03    0.30480E+02    0.49722E-04   -0.24431E+02
  1296    0.65917E+03    0.30507E+02    0.49609E-04   -0.25227E+02
  1297    0.65811E+03    0.30529E+02    0.49498E-04   -0.26025E+02
  1298    0.65712E+03    0.30548E+02    0.49387E-04   -0.26821E+02
  1299    0.65618E+03    0.30562E+02    0.49278E-04   -0.27616E+02
  1300    0.65533E+03    0.30571E+02    0.49170E-04   -0.28410E+02
  1301    0.65454E+03    0.30578E+02    0.49063E-04   -0.29202E+02
