#    L    TT             EE             TE          
  2556    0.57409E+02    0.30371E+01   -0.31516E+01
  2557    0.57299E+02    0.30375E+01   -0.31923E+01
  2558    0.57190E+02    0.30376E+01   -0.32327E+01
  2559    0.57085E+02    0.30375E+01   -0.32732E+01
  2560    0.56983E+02    0.30372E+01   -0.33137E+01
  2561    0.56884E+02    0.30364E+01   -0.33541E+01
  2562    0.56788E+02    0.30355E+01   -0.33943E+01
  2563    0.56695E+02    0.30342E+01   -0.34344E+01
  2564    0.56605E+02    0.30327E+01   -0.34743E+01
  2565    0.56518E+02    0.30309E+01   -0.35141E+01
  2566    0.56433E+02    0.30289E+01   -0.35536E+01
  2567    0.56352E+02    0.30267E+01   -0.35930E+01
  2568    0.56274E+02    0.30240E+01   -0.36321E+01
  2569    0.56197E+02    0.30210E+01   -0.36711E+01
  2570    0.56124E+02    0.30178E+01   -0.37097E+01
  2571    0.56054E+02    0.30142E+01   -0.37481E+01
  2572    0.55986E+02    0.30104E+01   -0.37861E+01
  2573    0.55921E+02    0.30064E+01   -0.38237E+01
  2574    0.55859E+02    0.30021E+01   -0.38613E+01
  2575    0.55799E+02    0.29975E+01   -0.38984E+01
  2576    0.55742E+02    0.29927E+01   -0.39349E+01
  2577    0.55687E+02    0.29876E+01   -0.39712E+01
  2578    0.55634E+02    0.29822E+01   -0.40070E+01
  2579    0.55584E+02    0.29765E+01   -0.40425E+01
  2580    0.55537E+02    0.29706E+01   -0.40776E+01
  2581    0.55491E+02    0.29644E+01   -0.41121E+01
  2582    0.55448E+02    0.29579E+01   -0.41462E+01
  2583    0.55407E+02    0.29512E+01   -0.41799E+01
  2584    0.55368E+02    0.29442E+01   -0.42131E+01
  2585    0.55331E+02    0.29371E+01   -0.42458E+01
  2586    0.55297E+02    0.29296E+01   -0.42780E+01
  2587    0.55265E+02    0.29218E+01   -0.43096E+01
  2588    0.55235E+02    0.29139E+01   -0.43407E+01
  2589    0.55206E+02    0.29056E+01   -0.43713E+01
  2590    0.55180E+02    0.28971E+01   -0.44014E+01
  2591    0.55156E+02    0.28885E+01   -0.44308E+01
  2592    0.55133E+02    0.28795E+01   -0.44596E+01
  2593    0.55111E+02    0.28703E+01   -0.44878E+01
  2594    0.55092E+02    0.28609E+01   -0.45155E+01
  2595    0.55074E+02    0.28513E+01   -0.45425E+01
  2596    0.55059E+02    0.28414E+01   -0.45689E+01
  2597    0.55045E+02    0.28313E+01   -0.45946E+01
  2598    0.55032E+02    0.28210E+01   -0.46197E+01
  2599    0.55020E+02    0.28105E+01   -0.46440E+01
  2600    0.55011E+02    0.27997E+01   -0.46678E+01
  2601    0.55002E+02    0.27889E+01   -0.46908E+01
  2602    0.54995E+02    0.27777E+01   -0.47133E+01
  2603    0.54989E+02    0.27663E+01   -0.47350E+01
  2604    0.54986E+02    0.27548E+01   -0.47560E+01
  2605    0.54982E+02    0.27430E+01   -0.47763E+01
  2606    0.54980E+02    0.27311E+01   -0.47958E+01
  2607    0.54978E+02    0.27190E+01   -0.48147E+01
  2608    0.54978E+02    0.27066E+01   -0.48328E+01
  2609    0.54978E+02    0.26941E+01   -0.48502E+01
  2610    0.54980E+02    0.26815E+01   -0.48667E+01
  2611    0.54983E+02    0.26687E+01   -0.48826E+01
  2612    0.54986E+02    0.26557E+01   -0.48978E+01
  2613    0.54990E+02    0.26425E+01   -0.49120E+01
  2614    0.54995E+02    0.26292E+01   -0.49257E+01
  2615    0.54999E+02    0.26157E+01   -0.49385E+01
  2616    0.55006E+02    0.26022E+01   -0.49505E+01
  2617    0.55012E+02    0.25884E+01   -0.49617E+01
  2618    0.55020E+02    0.25745E+01   -0.49722E+01
  2619    0.55027E+02    0.25605E+01   -0.49818E+01
  2620    0.55034E+02    0.25463E+01   -0.49908E+01
  2621    0.55042E+02    0.25321E+01   -0.49989E+01
  2622    0.55051E+02    0.25177E+01   -0.50062E+01
  2623    0.55059E+02    0.25032E+01   -0.50127E+01
  2624    0.55068E+02    0.24886E+01   -0.50184E+01
  2625    0.55076E+02    0.24738E+01   -0.50232E+01
  2626    0.55085E+02    0.24590E+01   -0.50273E+01
  2627    0.55094E+02    0.24441E+01   -0.50307E+01
  2628    0.55102E+02    0.24291E+01   -0.50332E+01
  2629    0.55111E+02    0.24140E+01   -0.50349E+01
  2630    0.55119E+02    0.23989E+01   -0.50357E+01
  2631    0.55128E+02    0.23836E+01   -0.50358E+01
  2632    0.55136E+02    0.23682E+01   -0.50351E+01
  2633    0.55143E+02    0.23528E+01   -0.50335E+01
  2634    0.55150E+02    0.23374E+01   -0.50311E+01
  2635    0.55156E+02    0.23219E+01   -0.50281E+01
  2636    0.55163E+02    0.23063E+01   -0.50242E+01
  2637    0.55169E+02    0.22906E+01   -0.50194E+01
  2638    0.55174E+02    0.22749E+01   -0.50139E+01
  2639    0.55179E+02    0.22593E+01   -0.50077E+01
  2640    0.55183E+02    0.22435E+01   -0.50006E+01
  2641    0.55186E+02    0.22278E+01   -0.49928E+01
  2642    0.55189E+02    0.22120E+01   -0.49842E+01
  2643    0.55191E+02    0.21962E+01   -0.49747E+01
  2644    0.55192E+02    0.21802E+01   -0.49646E+01
  2645    0.55193E+02    0.21644E+01   -0.49537E+01
  2646    0.55192E+02    0.21486E+01   -0.49420E+01
  2647    0.55190E+02    0.21328E+01   -0.49296E+01
  2648    0.55188E+02    0.21168E+01   -0.49164E+01
  2649    0.55185E+02    0.21010E+01   -0.49025E+01
  2650    0.55180E+02    0.20851E+01   -0.48879E+01
  2651    0.55175E+02    0.20694E+01   -0.48725E+01
  2652    0.55168E+02    0.20535E+01   -0.48563E+01
  2653    0.55161E+02    0.20378E+01   -0.48396E+01
  2654    0.55152E+02    0.20220E+01   -0.48220E+01
  2655    0.55142E+02    0.20062E+01   -0.48038E+01
  2656    0.55130E+02    0.19905E+01   -0.47849E+01
  2657    0.55117E+02    0.19749E+01   -0.47653E+01
  2658    0.55103E+02    0.19593E+01   -0.47451E+01
  2659    0.55089E+02    0.19438E+01   -0.47241E+01
  2660    0.55071E+02    0.19283E+01   -0.47025E+01
  2661    0.55053E+02    0.19129E+01   -0.46803E+01
  2662    0.55033E+02    0.18976E+01   -0.46573E+01
  2663    0.55011E+02    0.18822E+01   -0.46339E+01
  2664    0.54989E+02    0.18669E+01   -0.46097E+01
  2665    0.54964E+02    0.18518E+01   -0.45850E+01
  2666    0.54938E+02    0.18367E+01   -0.45597E+01
  2667    0.54910E+02    0.18218E+01   -0.45337E+01
  2668    0.54881E+02    0.18069E+01   -0.45073E+01
  2669    0.54849E+02    0.17920E+01   -0.44802E+01
  2670    0.54818E+02    0.17774E+01   -0.44526E+01
  2671    0.54783E+02    0.17627E+01   -0.44244E+01
  2672    0.54747E+02    0.17482E+01   -0.43957E+01
  2673    0.54709E+02    0.17338E+01   -0.43664E+01
  2674    0.54670E+02    0.17197E+01   -0.43368E+01
  2675    0.54629E+02    0.17055E+01   -0.43065E+01
  2676    0.54586E+02    0.16914E+01   -0.42758E+01
  2677    0.54541E+02    0.16775E+01   -0.42446E+01
  2678    0.54493E+02    0.16638E+01   -0.42129E+01
  2679    0.54444E+02    0.16500E+01   -0.41808E+01
  2680    0.54394E+02    0.16365E+01   -0.41483E+01
  2681    0.54341E+02    0.16231E+01   -0.41154E+01
  2682    0.54287E+02    0.16099E+01   -0.40819E+01
  2683    0.54230E+02    0.15967E+01   -0.40481E+01
  2684    0.54172E+02    0.15838E+01   -0.40140E+01
  2685    0.54111E+02    0.15710E+01   -0.39793E+01
  2686    0.54050E+02    0.15582E+01   -0.39445E+01
  2687    0.53986E+02    0.15456E+01   -0.39092E+01
  2688    0.53919E+02    0.15333E+01   -0.38735E+01
  2689    0.53851E+02    0.15211E+01   -0.38376E+01
  2690    0.53781E+02    0.15090E+01   -0.38014E+01
  2691    0.53708E+02    0.14972E+01   -0.37647E+01
  2692    0.53634E+02    0.14854E+01   -0.37278E+01
  2693    0.53557E+02    0.14738E+01   -0.36906E+01
  2694    0.53480E+02    0.14625E+01   -0.36532E+01
  2695    0.53399E+02    0.14513E+01   -0.36155E+01
  2696    0.53317E+02    0.14402E+01   -0.35776E+01
  2697    0.53233E+02    0.14293E+01   -0.35394E+01
  2698    0.53146E+02    0.14186E+01   -0.35011E+01
  2699    0.53057E+02    0.14082E+01   -0.34626E+01
  2700    0.52967E+02    0.13979E+01   -0.34238E+01
  2701    0.52874E+02    0.13877E+01   -0.33850E+01
  2702    0.52780E+02    0.13778E+01   -0.33459E+01
  2703    0.52684E+02    0.13680E+01   -0.33066E+01
  2704    0.52585E+02    0.13584E+01   -0.32673E+01
  2705    0.52485E+02    0.13489E+01   -0.32277E+01
  2706    0.52382E+02    0.13397E+01   -0.31882E+01
  2707    0.52277E+02    0.13307E+01   -0.31484E+01
  2708    0.52172E+02    0.13219E+01   -0.31087E+01
  2709    0.52062E+02    0.13133E+01   -0.30689E+01
  2710    0.51952E+02    0.13048E+01   -0.30289E+01
  2711    0.51840E+02    0.12965E+01   -0.29890E+01
  2712    0.51726E+02    0.12884E+01   -0.29490E+01
  2713    0.51610E+02    0.12806E+01   -0.29090E+01
  2714    0.51491E+02    0.12729E+01   -0.28691E+01
  2715    0.51372E+02    0.12654E+01   -0.28292E+01
  2716    0.51250E+02    0.12581E+01   -0.27893E+01
  2717    0.51126E+02    0.12511E+01   -0.27494E+01
  2718    0.51001E+02    0.12442E+01   -0.27096E+01
  2719    0.50873E+02    0.12376E+01   -0.26698E+01
  2720    0.50745E+02    0.12311E+01   -0.26301E+01
  2721    0.50614E+02    0.12248E+01   -0.25905E+01
  2722    0.50481E+02    0.12187E+01   -0.25511E+01
  2723    0.50346E+02    0.12128E+01   -0.25118E+01
  2724    0.50210E+02    0.12072E+01   -0.24725E+01
  2725    0.50072E+02    0.12017E+01   -0.24334E+01
  2726    0.49933E+02    0.11964E+01   -0.23945E+01
  2727    0.49792E+02    0.11913E+01   -0.23557E+01
  2728    0.49648E+02    0.11865E+01   -0.23171E+01
  2729    0.49504E+02    0.11817E+01   -0.22787E+01
  2730    0.49359E+02    0.11773E+01   -0.22405E+01
  2731    0.49211E+02    0.11730E+01   -0.22025E+01
  2732    0.49062E+02    0.11689E+01   -0.21648E+01
  2733    0.48911E+02    0.11650E+01   -0.21273E+01
  2734    0.48759E+02    0.11613E+01   -0.20900E+01
  2735    0.48605E+02    0.11578E+01   -0.20531E+01
  2736    0.48451E+02    0.11545E+01   -0.20163E+01
  2737    0.48294E+02    0.11513E+01   -0.19799E+01
  2738    0.48136E+02    0.11484E+01   -0.19437E+01
  2739    0.47976E+02    0.11456E+01   -0.19078E+01
  2740    0.47816E+02    0.11430E+01   -0.18722E+01
  2741    0.47654E+02    0.11407E+01   -0.18369E+01
  2742    0.47491E+02    0.11385E+01   -0.18020E+01
  2743    0.47326E+02    0.11364E+01   -0.17674E+01
  2744    0.47161E+02    0.11345E+01   -0.17331E+01
  2745    0.46994E+02    0.11330E+01   -0.16992E+01
  2746    0.46826E+02    0.11315E+01   -0.16657E+01
  2747    0.46658E+02    0.11302E+01   -0.16324E+01
  2748    0.46487E+02    0.11290E+01   -0.15997E+01
  2749    0.46316E+02    0.11281E+01   -0.15672E+01
  2750    0.46144E+02    0.11273E+01   -0.15352E+01
  2751    0.45970E+02    0.11268E+01   -0.15036E+01
  2752    0.45796E+02    0.11263E+01   -0.14724E+01
  2753    0.45621E+02    0.11260E+01   -0.14416E+01
  2754    0.45445E+02    0.11259E+01   -0.14112E+01
  2755    0.45268E+02    0.11260E+01   -0.13813E+01
  2756    0.45090E+02    0.11263E+01   -0.13518E+01
  2757    0.44912E+02    0.11265E+01   -0.13228E+01
  2758    0.44733E+02    0.11271E+01   -0.12942E+01
  2759    0.44553E+02    0.11278E+01   -0.12661E+01
  2760    0.44372E+02    0.11287E+01   -0.12385E+01
  2761    0.44191E+02    0.11297E+01   -0.12112E+01
  2762    0.44010E+02    0.11307E+01   -0.11845E+01
  2763    0.43827E+02    0.11321E+01   -0.11582E+01
  2764    0.43644E+02    0.11335E+01   -0.11325E+01
  2765    0.43461E+02    0.11350E+01   -0.11073E+01
  2766    0.43276E+02    0.11366E+01   -0.10826E+01
  2767    0.43092E+02    0.11385E+01   -0.10583E+01
  2768    0.42907E+02    0.11405E+01   -0.10346E+01
  2769    0.42721E+02    0.11426E+01   -0.10114E+01
  2770    0.42536E+02    0.11447E+01   -0.98883E+00
  2771    0.42350E+02    0.11471E+01   -0.96671E+00
  2772    0.42164E+02    0.11495E+01   -0.94509E+00
  2773    0.41978E+02    0.11520E+01   -0.92382E+00
  2774    0.41792E+02    0.11547E+01   -0.90328E+00
  2775    0.41606E+02    0.11574E+01   -0.88309E+00
  2776    0.41419E+02    0.11604E+01   -0.86363E+00
  2777    0.41232E+02    0.11633E+01   -0.84474E+00
  2778    0.41045E+02    0.11664E+01   -0.82630E+00
  2779    0.40858E+02    0.11696E+01   -0.80836E+00
  2780    0.40671E+02    0.11728E+01   -0.79100E+00
  2781    0.40485E+02    0.11762E+01   -0.77422E+00
  2782    0.40299E+02    0.11797E+01   -0.75796E+00
  2783    0.40114E+02    0.11832E+01   -0.74229E+00
  2784    0.39927E+02    0.11868E+01   -0.72720E+00
  2785    0.39742E+02    0.11906E+01   -0.71260E+00
  2786    0.39557E+02    0.11943E+01   -0.69854E+00
  2787    0.39371E+02    0.11982E+01   -0.68507E+00
  2788    0.39186E+02    0.12021E+01   -0.67214E+00
  2789    0.39001E+02    0.12061E+01   -0.65983E+00
  2790    0.38818E+02    0.12102E+01   -0.64802E+00
  2791    0.38632E+02    0.12142E+01   -0.63677E+00
  2792    0.38450E+02    0.12184E+01   -0.62608E+00
  2793    0.38267E+02    0.12227E+01   -0.61594E+00
  2794    0.38084E+02    0.12269E+01   -0.60635E+00
  2795    0.37901E+02    0.12312E+01   -0.59732E+00
  2796    0.37720E+02    0.12357E+01   -0.58882E+00
  2797    0.37540E+02    0.12401E+01   -0.58089E+00
  2798    0.37359E+02    0.12446E+01   -0.57350E+00
  2799    0.37181E+02    0.12490E+01   -0.56665E+00
  2800    0.37001E+02    0.12536E+01   -0.56033E+00
  2801    0.36823E+02    0.12581E+01   -0.55457E+00
  2802    0.36645E+02    0.12628E+01   -0.54935E+00
  2803    0.36470E+02    0.12674E+01   -0.54466E+00
  2804    0.36294E+02    0.12720E+01   -0.54049E+00
  2805    0.36120E+02    0.12766E+01   -0.53685E+00
  2806    0.35945E+02    0.12813E+01   -0.53374E+00
  2807    0.35772E+02    0.12860E+01   -0.53116E+00
  2808    0.35600E+02    0.12906E+01   -0.52908E+00
  2809    0.35429E+02    0.12953E+01   -0.52752E+00
  2810    0.35259E+02    0.13001E+01   -0.52646E+00
  2811    0.35090E+02    0.13048E+01   -0.52591E+00
  2812    0.34921E+02    0.13094E+01   -0.52586E+00
  2813    0.34755E+02    0.13141E+01   -0.52631E+00
  2814    0.34588E+02    0.13188E+01   -0.52725E+00
  2815    0.34422E+02    0.13235E+01   -0.52865E+00
  2816    0.34259E+02    0.13280E+01   -0.53055E+00
  2817    0.34096E+02    0.13327E+01   -0.53291E+00
  2818    0.33935E+02    0.13373E+01   -0.53574E+00
  2819    0.33775E+02    0.13419E+01   -0.53904E+00
  2820    0.33615E+02    0.13465E+01   -0.54279E+00
  2821    0.33458E+02    0.13509E+01   -0.54697E+00
  2822    0.33301E+02    0.13555E+01   -0.55163E+00
  2823    0.33147E+02    0.13600E+01   -0.55670E+00
  2824    0.32992E+02    0.13645E+01   -0.56222E+00
  2825    0.32840E+02    0.13687E+01   -0.56816E+00
  2826    0.32689E+02    0.13732E+01   -0.57452E+00
  2827    0.32539E+02    0.13774E+01   -0.58129E+00
  2828    0.32390E+02    0.13816E+01   -0.58848E+00
  2829    0.32243E+02    0.13858E+01   -0.59606E+00
  2830    0.32097E+02    0.13900E+01   -0.60403E+00
  2831    0.31952E+02    0.13941E+01   -0.61239E+00
  2832    0.31810E+02    0.13981E+01   -0.62113E+00
  2833    0.31669E+02    0.14020E+01   -0.63021E+00
  2834    0.31528E+02    0.14059E+01   -0.63970E+00
  2835    0.31390E+02    0.14097E+01   -0.64961E+00
  2836    0.31253E+02    0.14135E+01   -0.65977E+00
  2837    0.31117E+02    0.14171E+01   -0.67027E+00
  2838    0.30984E+02    0.14208E+01   -0.68110E+00
  2839    0.30851E+02    0.14244E+01   -0.69227E+00
  2840    0.30720E+02    0.14278E+01   -0.70377E+00
  2841    0.30591E+02    0.14312E+01   -0.71561E+00
  2842    0.30464E+02    0.14345E+01   -0.72779E+00
  2843    0.30337E+02    0.14377E+01   -0.74015E+00
  2844    0.30213E+02    0.14408E+01   -0.75286E+00
  2845    0.30090E+02    0.14439E+01   -0.76583E+00
  2846    0.29969E+02    0.14469E+01   -0.77915E+00
  2847    0.29849E+02    0.14498E+01   -0.79265E+00
  2848    0.29731E+02    0.14526E+01   -0.80642E+00
  2849    0.29614E+02    0.14553E+01   -0.82054E+00
  2850    0.29500E+02    0.14578E+01   -0.83470E+00
  2851    0.29386E+02    0.14603E+01   -0.84927E+00
  2852    0.29274E+02    0.14627E+01   -0.86397E+00
  2853    0.29164E+02    0.14650E+01   -0.87901E+00
  2854    0.29056E+02    0.14673E+01   -0.89410E+00
  2855    0.28949E+02    0.14694E+01   -0.90945E+00
  2856    0.28844E+02    0.14713E+01   -0.92500E+00
  2857    0.28741E+02    0.14731E+01   -0.94074E+00
  2858    0.28639E+02    0.14749E+01   -0.95660E+00
  2859    0.28538E+02    0.14766E+01   -0.97258E+00
  2860    0.28440E+02    0.14782E+01   -0.98875E+00
  2861    0.28343E+02    0.14796E+01   -0.10053E+01
  2862    0.28248E+02    0.14810E+01   -0.10217E+01
  2863    0.28153E+02    0.14823E+01   -0.10383E+01
  2864    0.28061E+02    0.14834E+01   -0.10550E+01
  2865    0.27970E+02    0.14845E+01   -0.10718E+01
  2866    0.27881E+02    0.14853E+01   -0.10888E+01
  2867    0.27794E+02    0.14861E+01   -0.11058E+01
  2868    0.27708E+02    0.14868E+01   -0.11229E+01
  2869    0.27624E+02    0.14873E+01   -0.11400E+01
  2870    0.27542E+02    0.14878E+01   -0.11574E+01
  2871    0.27460E+02    0.14881E+01   -0.11747E+01
  2872    0.27381E+02    0.14883E+01   -0.11920E+01
  2873    0.27303E+02    0.14884E+01   -0.12093E+01
  2874    0.27227E+02    0.14884E+01   -0.12268E+01
  2875    0.27152E+02    0.14881E+01   -0.12442E+01
  2876    0.27079E+02    0.14877E+01   -0.12617E+01
  2877    0.27007E+02    0.14874E+01   -0.12791E+01
  2878    0.26937E+02    0.14869E+01   -0.12965E+01
  2879    0.26869E+02    0.14862E+01   -0.13139E+01
  2880    0.26801E+02    0.14855E+01   -0.13314E+01
  2881    0.26735E+02    0.14845E+01   -0.13488E+01
  2882    0.26671E+02    0.14835E+01   -0.13661E+01
  2883    0.26609E+02    0.14824E+01   -0.13835E+01
  2884    0.26547E+02    0.14813E+01   -0.14007E+01
  2885    0.26488E+02    0.14799E+01   -0.14179E+01
  2886    0.26429E+02    0.14785E+01   -0.14351E+01
  2887    0.26372E+02    0.14768E+01   -0.14521E+01
  2888    0.26316E+02    0.14751E+01   -0.14691E+01
  2889    0.26262E+02    0.14732E+01   -0.14859E+01
  2890    0.26209E+02    0.14712E+01   -0.15028E+01
  2891    0.26157E+02    0.14691E+01   -0.15193E+01
  2892    0.26107E+02    0.14669E+01   -0.15358E+01
  2893    0.26058E+02    0.14646E+01   -0.15523E+01
  2894    0.26011E+02    0.14621E+01   -0.15688E+01
  2895    0.25964E+02    0.14595E+01   -0.15850E+01
  2896    0.25919E+02    0.14568E+01   -0.16010E+01
  2897    0.25876E+02    0.14540E+01   -0.16171E+01
  2898    0.25833E+02    0.14511E+01   -0.16329E+01
  2899    0.25791E+02    0.14481E+01   -0.16485E+01
  2900    0.25751E+02    0.14450E+01   -0.16639E+01
  2901    0.25712E+02    0.14417E+01   -0.16792E+01
  2902    0.25675E+02    0.14384E+01   -0.16944E+01
  2903    0.25638E+02    0.14348E+01   -0.17093E+01
  2904    0.25603E+02    0.14313E+01   -0.17240E+01
  2905    0.25568E+02    0.14276E+01   -0.17386E+01
  2906    0.25535E+02    0.14237E+01   -0.17529E+01
  2907    0.25503E+02    0.14198E+01   -0.17671E+01
  2908    0.25471E+02    0.14158E+01   -0.17810E+01
  2909    0.25441E+02    0.14117E+01   -0.17947E+01
  2910    0.25412E+02    0.14074E+01   -0.18082E+01
  2911    0.25384E+02    0.14031E+01   -0.18214E+01
  2912    0.25358E+02    0.13987E+01   -0.18345E+01
  2913    0.25330E+02    0.13941E+01   -0.18473E+01
  2914    0.25305E+02    0.13897E+01   -0.18598E+01
  2915    0.25280E+02    0.13849E+01   -0.18722E+01
  2916    0.25257E+02    0.13801E+01   -0.18843E+01
  2917    0.25234E+02    0.13751E+01   -0.18960E+01
  2918    0.25212E+02    0.13701E+01   -0.19077E+01
  2919    0.25191E+02    0.13650E+01   -0.19189E+01
  2920    0.25169E+02    0.13598E+01   -0.19300E+01
  2921    0.25150E+02    0.13545E+01   -0.19407E+01
  2922    0.25131E+02    0.13492E+01   -0.19512E+01
  2923    0.25113E+02    0.13437E+01   -0.19614E+01
  2924    0.25096E+02    0.13381E+01   -0.19713E+01
  2925    0.25079E+02    0.13326E+01   -0.19809E+01
  2926    0.25063E+02    0.13269E+01   -0.19902E+01
  2927    0.25046E+02    0.13210E+01   -0.19992E+01
  2928    0.25031E+02    0.13150E+01   -0.20079E+01
  2929    0.25017E+02    0.13093E+01   -0.20164E+01
  2930    0.25004E+02    0.13033E+01   -0.20246E+01
  2931    0.24990E+02    0.12973E+01   -0.20324E+01
  2932    0.24978E+02    0.12912E+01   -0.20399E+01
  2933    0.24965E+02    0.12850E+01   -0.20473E+01
  2934    0.24952E+02    0.12787E+01   -0.20542E+01
  2935    0.24941E+02    0.12724E+01   -0.20608E+01
  2936    0.24930E+02    0.12660E+01   -0.20669E+01
  2937    0.24919E+02    0.12596E+01   -0.20729E+01
  2938    0.24908E+02    0.12530E+01   -0.20785E+01
