#    L    TT             EE             BB             TE          
   832    0.17802E-03    0.23800E-05    0.14524E-05    0.13350E-04
   833    0.17786E-03    0.23554E-05    0.14490E-05    0.13211E-04
   834    0.17766E-03    0.23312E-05    0.14457E-05    0.13071E-04
   835    0.17744E-03    0.23075E-05    0.14424E-05    0.12930E-04
   836    0.17718E-03    0.22843E-05    0.14392E-05    0.12787E-04
   837    0.17690E-03    0.22617E-05    0.14361E-05    0.12643E-04
   838    0.17658E-03    0.22397E-05    0.14331E-05    0.12499E-04
   839    0.17624E-03    0.22183E-05    0.14301E-05    0.12354E-04
   840    0.17586E-03    0.21976E-05    0.14272E-05    0.12208E-04
   841    0.17545E-03    0.21775E-05    0.14243E-05    0.12062E-04
   842    0.17500E-03    0.21582E-05    0.14215E-05    0.11916E-04
   843    0.17452E-03    0.21395E-05    0.14188E-05    0.11771E-04
   844    0.17401E-03    0.21217E-05    0.14161E-05    0.11626E-04
   845    0.17346E-03    0.21046E-05    0.14135E-05    0.11481E-04
   846    0.17287E-03    0.20884E-05    0.14110E-05    0.11338E-04
   847    0.17225E-03    0.20730E-05    0.14084E-05    0.11196E-04
   848    0.17159E-03    0.20585E-05    0.14060E-05    0.11055E-04
   849    0.17089E-03    0.20449E-05    0.14036E-05    0.10915E-04
   850    0.17015E-03    0.20322E-05    0.14012E-05    0.10777E-04
   851    0.16937E-03    0.20205E-05    0.13989E-05    0.10641E-04
   852    0.16856E-03    0.20098E-05    0.13967E-05    0.10508E-04
   853    0.16771E-03    0.19999E-05    0.13945E-05    0.10376E-04
   854    0.16682E-03    0.19910E-05    0.13923E-05    0.10246E-04
   855    0.16590E-03    0.19829E-05    0.13901E-05    0.10119E-04
   856    0.16495E-03    0.19757E-05    0.13880E-05    0.99933E-05
   857    0.16396E-03    0.19693E-05    0.13860E-05    0.98701E-05
   858    0.16295E-03    0.19638E-05    0.13839E-05    0.97492E-05
   859    0.16191E-03    0.19590E-05    0.13819E-05    0.96306E-05
   860    0.16084E-03    0.19549E-05    0.13799E-05    0.95144E-05
   861    0.15975E-03    0.19516E-05    0.13780E-05    0.94006E-05
   862    0.15864E-03    0.19490E-05    0.13760E-05    0.92892E-05
   863    0.15750E-03    0.19471E-05    0.13741E-05    0.91802E-05
   864    0.15634E-03    0.19458E-05    0.13722E-05    0.90738E-05
   865    0.15517E-03    0.19452E-05    0.13703E-05    0.89699E-05
   866    0.15397E-03    0.19451E-05    0.13684E-05    0.88687E-05
   867    0.15276E-03    0.19457E-05    0.13665E-05    0.87701E-05
   868    0.15154E-03    0.19468E-05    0.13647E-05    0.86741E-05
   869    0.15030E-03    0.19485E-05    0.13628E-05    0.85809E-05
   870    0.14906E-03    0.19507E-05    0.13609E-05    0.84905E-05
   871    0.14780E-03    0.19534E-05    0.13591E-05    0.84029E-05
   872    0.14653E-03    0.19565E-05    0.13572E-05    0.83181E-05
   873    0.14526E-03    0.19601E-05    0.13554E-05    0.82363E-05
   874    0.14398E-03    0.19641E-05    0.13535E-05    0.81573E-05
   875    0.14269E-03    0.19685E-05    0.13516E-05    0.80814E-05
   876    0.14141E-03    0.19733E-05    0.13497E-05    0.80085E-05
   877    0.14012E-03    0.19784E-05    0.13478E-05    0.79386E-05
   878    0.13883E-03    0.19839E-05    0.13458E-05    0.78719E-05
   879    0.13755E-03    0.19896E-05    0.13439E-05    0.78083E-05
   880    0.13626E-03    0.19956E-05    0.13419E-05    0.77479E-05
   881    0.13499E-03    0.20019E-05    0.13399E-05    0.76908E-05
   882    0.13372E-03    0.20084E-05    0.13379E-05    0.76369E-05
   883    0.13245E-03    0.20151E-05    0.13358E-05    0.75864E-05
   884    0.13120E-03    0.20220E-05    0.13337E-05    0.75392E-05
   885    0.12995E-03    0.20291E-05    0.13316E-05    0.74954E-05
   886    0.12872E-03    0.20363E-05    0.13295E-05    0.74551E-05
   887    0.12750E-03    0.20436E-05    0.13273E-05    0.74182E-05
   888    0.12630E-03    0.20510E-05    0.13250E-05    0.73849E-05
   889    0.12512E-03    0.20584E-05    0.13227E-05    0.73552E-05
   890    0.12395E-03    0.20659E-05    0.13204E-05    0.73291E-05
   891    0.12280E-03    0.20734E-05    0.13180E-05    0.73067E-05
   892    0.12167E-03    0.20809E-05    0.13156E-05    0.72879E-05
   893    0.12057E-03    0.20884E-05    0.13131E-05    0.72730E-05
   894    0.11948E-03    0.20958E-05    0.13106E-05    0.72618E-05
   895    0.11843E-03    0.21031E-05    0.13080E-05    0.72544E-05
   896    0.11740E-03    0.21103E-05    0.13053E-05    0.72509E-05
   897    0.11640E-03    0.21174E-05    0.13026E-05    0.72513E-05
   898    0.11543E-03    0.21243E-05    0.12998E-05    0.72557E-05
   899    0.11449E-03    0.21311E-05    0.12969E-05    0.72641E-05
   900    0.11358E-03    0.21376E-05    0.12940E-05    0.72765E-05
   901    0.11271E-03    0.21440E-05    0.12910E-05    0.72930E-05
   902    0.11187E-03    0.21501E-05    0.12879E-05    0.73134E-05
   903    0.11107E-03    0.21560E-05    0.12848E-05    0.73376E-05
   904    0.11029E-03    0.21616E-05    0.12816E-05    0.73654E-05
   905    0.10955E-03    0.21670E-05    0.12783E-05    0.73967E-05
   906    0.10884E-03    0.21722E-05    0.12750E-05    0.74313E-05
   907    0.10816E-03    0.21771E-05    0.12716E-05    0.74690E-05
   908    0.10751E-03    0.21817E-05    0.12681E-05    0.75098E-05
   909    0.10689E-03    0.21861E-05    0.12646E-05    0.75534E-05
   910    0.10630E-03    0.21902E-05    0.12611E-05    0.75997E-05
   911    0.10574E-03    0.21941E-05    0.12575E-05    0.76485E-05
   912    0.10520E-03    0.21977E-05    0.12538E-05    0.76998E-05
   913    0.10470E-03    0.22010E-05    0.12501E-05    0.77532E-05
   914    0.10421E-03    0.22040E-05    0.12463E-05    0.78088E-05
   915    0.10376E-03    0.22068E-05    0.12426E-05    0.78662E-05
   916    0.10333E-03    0.22093E-05    0.12387E-05    0.79255E-05
   917    0.10292E-03    0.22115E-05    0.12349E-05    0.79863E-05
   918    0.10254E-03    0.22133E-05    0.12310E-05    0.80486E-05
   919    0.10219E-03    0.22149E-05    0.12270E-05    0.81122E-05
   920    0.10185E-03    0.22162E-05    0.12231E-05    0.81770E-05
   921    0.10154E-03    0.22172E-05    0.12191E-05    0.82428E-05
   922    0.10125E-03    0.22178E-05    0.12151E-05    0.83094E-05
   923    0.10098E-03    0.22182E-05    0.12110E-05    0.83767E-05
   924    0.10073E-03    0.22182E-05    0.12069E-05    0.84445E-05
   925    0.10050E-03    0.22179E-05    0.12029E-05    0.85127E-05
   926    0.10029E-03    0.22173E-05    0.11988E-05    0.85811E-05
   927    0.10010E-03    0.22163E-05    0.11946E-05    0.86496E-05
   928    0.99930E-04    0.22150E-05    0.11905E-05    0.87181E-05
   929    0.99775E-04    0.22134E-05    0.11864E-05    0.87862E-05
   930    0.99637E-04    0.22114E-05    0.11822E-05    0.88540E-05
   931    0.99516E-04    0.22090E-05    0.11781E-05    0.89213E-05
   932    0.99410E-04    0.22064E-05    0.11739E-05    0.89878E-05
   933    0.99320E-04    0.22033E-05    0.11697E-05    0.90535E-05
   934    0.99244E-04    0.21999E-05    0.11656E-05    0.91181E-05
   935    0.99182E-04    0.21961E-05    0.11614E-05    0.91817E-05
   936    0.99133E-04    0.21920E-05    0.11573E-05    0.92438E-05
   937    0.99098E-04    0.21874E-05    0.11531E-05    0.93045E-05
   938    0.99074E-04    0.21825E-05    0.11490E-05    0.93636E-05
   939    0.99062E-04    0.21773E-05    0.11449E-05    0.94209E-05
   940    0.99062E-04    0.21716E-05    0.11408E-05    0.94763E-05
   941    0.99071E-04    0.21655E-05    0.11367E-05    0.95295E-05
   942    0.99091E-04    0.21591E-05    0.11326E-05    0.95806E-05
   943    0.99119E-04    0.21522E-05    0.11285E-05    0.96292E-05
   944    0.99157E-04    0.21449E-05    0.11245E-05    0.96753E-05
   945    0.99202E-04    0.21373E-05    0.11205E-05    0.97186E-05
   946    0.99255E-04    0.21292E-05    0.11165E-05    0.97591E-05
   947    0.99314E-04    0.21207E-05    0.11126E-05    0.97966E-05
   948    0.99380E-04    0.21117E-05    0.11086E-05    0.98309E-05
   949    0.99451E-04    0.21024E-05    0.11047E-05    0.98618E-05
   950    0.99528E-04    0.20926E-05    0.11009E-05    0.98893E-05
   951    0.99609E-04    0.20824E-05    0.10971E-05    0.99132E-05
   952    0.99694E-04    0.20718E-05    0.10933E-05    0.99335E-05
   953    0.99782E-04    0.20608E-05    0.10896E-05    0.99504E-05
   954    0.99874E-04    0.20494E-05    0.10859E-05    0.99638E-05
   955    0.99968E-04    0.20376E-05    0.10822E-05    0.99738E-05
   956    0.10006E-03    0.20255E-05    0.10786E-05    0.99806E-05
   957    0.10016E-03    0.20130E-05    0.10750E-05    0.99841E-05
   958    0.10026E-03    0.20003E-05    0.10715E-05    0.99845E-05
   959    0.10036E-03    0.19872E-05    0.10680E-05    0.99819E-05
   960    0.10046E-03    0.19739E-05    0.10645E-05    0.99762E-05
   961    0.10056E-03    0.19604E-05    0.10611E-05    0.99676E-05
   962    0.10066E-03    0.19465E-05    0.10577E-05    0.99561E-05
   963    0.10075E-03    0.19325E-05    0.10543E-05    0.99419E-05
   964    0.10085E-03    0.19183E-05    0.10510E-05    0.99249E-05
   965    0.10094E-03    0.19039E-05    0.10477E-05    0.99053E-05
   966    0.10103E-03    0.18893E-05    0.10445E-05    0.98831E-05
   967    0.10112E-03    0.18745E-05    0.10413E-05    0.98584E-05
   968    0.10120E-03    0.18597E-05    0.10381E-05    0.98312E-05
   969    0.10128E-03    0.18447E-05    0.10350E-05    0.98017E-05
   970    0.10136E-03    0.18296E-05    0.10319E-05    0.97699E-05
   971    0.10143E-03    0.18144E-05    0.10289E-05    0.97358E-05
   972    0.10149E-03    0.17992E-05    0.10259E-05    0.96996E-05
   973    0.10155E-03    0.17839E-05    0.10229E-05    0.96614E-05
   974    0.10160E-03    0.17686E-05    0.10200E-05    0.96211E-05
   975    0.10165E-03    0.17533E-05    0.10171E-05    0.95788E-05
   976    0.10168E-03    0.17380E-05    0.10142E-05    0.95347E-05
   977    0.10171E-03    0.17227E-05    0.10114E-05    0.94888E-05
   978    0.10173E-03    0.17075E-05    0.10086E-05    0.94412E-05
   979    0.10175E-03    0.16923E-05    0.10059E-05    0.93918E-05
   980    0.10175E-03    0.16772E-05    0.10032E-05    0.93409E-05
   981    0.10174E-03    0.16623E-05    0.10005E-05    0.92885E-05
   982    0.10172E-03    0.16474E-05    0.99788E-06    0.92346E-05
   983    0.10169E-03    0.16326E-05    0.99529E-06    0.91794E-05
   984    0.10165E-03    0.16180E-05    0.99274E-06    0.91228E-05
   985    0.10160E-03    0.16036E-05    0.99022E-06    0.90650E-05
   986    0.10154E-03    0.15894E-05    0.98775E-06    0.90060E-05
   987    0.10146E-03    0.15753E-05    0.98531E-06    0.89460E-05
   988    0.10137E-03    0.15615E-05    0.98291E-06    0.88849E-05
   989    0.10127E-03    0.15479E-05    0.98055E-06    0.88228E-05
   990    0.10115E-03    0.15346E-05    0.97823E-06    0.87599E-05
   991    0.10102E-03    0.15216E-05    0.97595E-06    0.86961E-05
   992    0.10087E-03    0.15088E-05    0.97370E-06    0.86316E-05
   993    0.10071E-03    0.14964E-05    0.97149E-06    0.85664E-05
   994    0.10053E-03    0.14842E-05    0.96932E-06    0.85006E-05
   995    0.10033E-03    0.14725E-05    0.96719E-06    0.84343E-05
   996    0.10012E-03    0.14611E-05    0.96510E-06    0.83675E-05
   997    0.99891E-04    0.14500E-05    0.96304E-06    0.83003E-05
   998    0.99643E-04    0.14394E-05    0.96103E-06    0.82328E-05
   999    0.99376E-04    0.14292E-05    0.95905E-06    0.81651E-05
  1000    0.99091E-04    0.14194E-05    0.95711E-06    0.80971E-05
  1001    0.98786E-04    0.14100E-05    0.95520E-06    0.80291E-05
  1002    0.98462E-04    0.14011E-05    0.95333E-06    0.79610E-05
  1003    0.98121E-04    0.13927E-05    0.95150E-06    0.78929E-05
  1004    0.97761E-04    0.13846E-05    0.94971E-06    0.78248E-05
  1005    0.97385E-04    0.13770E-05    0.94794E-06    0.77568E-05
  1006    0.96993E-04    0.13698E-05    0.94621E-06    0.76889E-05
  1007    0.96585E-04    0.13630E-05    0.94450E-06    0.76213E-05
  1008    0.96162E-04    0.13566E-05    0.94283E-06    0.75538E-05
  1009    0.95725E-04    0.13505E-05    0.94118E-06    0.74867E-05
  1010    0.95274E-04    0.13449E-05    0.93956E-06    0.74199E-05
  1011    0.94810E-04    0.13396E-05    0.93796E-06    0.73535E-05
  1012    0.94333E-04    0.13346E-05    0.93639E-06    0.72875E-05
  1013    0.93845E-04    0.13300E-05    0.93484E-06    0.72220E-05
  1014    0.93345E-04    0.13258E-05    0.93330E-06    0.71570E-05
  1015    0.92835E-04    0.13219E-05    0.93179E-06    0.70926E-05
  1016    0.92315E-04    0.13183E-05    0.93030E-06    0.70289E-05
  1017    0.91785E-04    0.13150E-05    0.92882E-06    0.69659E-05
  1018    0.91247E-04    0.13120E-05    0.92736E-06    0.69035E-05
  1019    0.90701E-04    0.13094E-05    0.92591E-06    0.68420E-05
  1020    0.90147E-04    0.13070E-05    0.92447E-06    0.67813E-05
  1021    0.89587E-04    0.13049E-05    0.92304E-06    0.67215E-05
  1022    0.89020E-04    0.13031E-05    0.92163E-06    0.66626E-05
  1023    0.88448E-04    0.13015E-05    0.92022E-06    0.66047E-05
  1024    0.87871E-04    0.13002E-05    0.91882E-06    0.65479E-05
  1025    0.87290E-04    0.12992E-05    0.91742E-06    0.64921E-05
  1026    0.86705E-04    0.12984E-05    0.91603E-06    0.64375E-05
  1027    0.86118E-04    0.12978E-05    0.91464E-06    0.63840E-05
  1028    0.85527E-04    0.12974E-05    0.91326E-06    0.63318E-05
  1029    0.84935E-04    0.12973E-05    0.91187E-06    0.62809E-05
  1030    0.84342E-04    0.12974E-05    0.91048E-06    0.62313E-05
  1031    0.83749E-04    0.12976E-05    0.90909E-06    0.61831E-05
  1032    0.83156E-04    0.12981E-05    0.90770E-06    0.61363E-05
  1033    0.82563E-04    0.12987E-05    0.90630E-06    0.60910E-05
  1034    0.81972E-04    0.12995E-05    0.90489E-06    0.60472E-05
  1035    0.81383E-04    0.13005E-05    0.90348E-06    0.60051E-05
  1036    0.80796E-04    0.13017E-05    0.90206E-06    0.59645E-05
  1037    0.80213E-04    0.13029E-05    0.90063E-06    0.59256E-05
  1038    0.79634E-04    0.13043E-05    0.89918E-06    0.58885E-05
  1039    0.79060E-04    0.13059E-05    0.89772E-06    0.58532E-05
  1040    0.78490E-04    0.13076E-05    0.89625E-06    0.58196E-05
  1041    0.77927E-04    0.13094E-05    0.89476E-06    0.57880E-05
  1042    0.77370E-04    0.13113E-05    0.89326E-06    0.57583E-05
  1043    0.76820E-04    0.13132E-05    0.89173E-06    0.57306E-05
  1044    0.76278E-04    0.13153E-05    0.89019E-06    0.57049E-05
  1045    0.75744E-04    0.13175E-05    0.88862E-06    0.56813E-05
  1046    0.75219E-04    0.13197E-05    0.88703E-06    0.56598E-05
  1047    0.74704E-04    0.13220E-05    0.88542E-06    0.56405E-05
  1048    0.74199E-04    0.13244E-05    0.88378E-06    0.56234E-05
  1049    0.73705E-04    0.13267E-05    0.88212E-06    0.56086E-05
  1050    0.73223E-04    0.13292E-05    0.88042E-06    0.55962E-05
  1051    0.72752E-04    0.13316E-05    0.87870E-06    0.55861E-05
  1052    0.72294E-04    0.13341E-05    0.87695E-06    0.55783E-05
  1053    0.71847E-04    0.13366E-05    0.87517E-06    0.55727E-05
  1054    0.71412E-04    0.13392E-05    0.87336E-06    0.55693E-05
  1055    0.70989E-04    0.13417E-05    0.87153E-06    0.55680E-05
  1056    0.70578E-04    0.13442E-05    0.86967E-06    0.55687E-05
  1057    0.70177E-04    0.13467E-05    0.86779E-06    0.55713E-05
  1058    0.69788E-04    0.13492E-05    0.86588E-06    0.55758E-05
  1059    0.69411E-04    0.13517E-05    0.86395E-06    0.55820E-05
  1060    0.69044E-04    0.13542E-05    0.86200E-06    0.55900E-05
  1061    0.68688E-04    0.13566E-05    0.86002E-06    0.55996E-05
  1062    0.68343E-04    0.13590E-05    0.85803E-06    0.56108E-05
  1063    0.68008E-04    0.13613E-05    0.85601E-06    0.56234E-05
  1064    0.67684E-04    0.13636E-05    0.85397E-06    0.56375E-05
  1065    0.67370E-04    0.13658E-05    0.85191E-06    0.56529E-05
  1066    0.67067E-04    0.13680E-05    0.84984E-06    0.56696E-05
  1067    0.66773E-04    0.13701E-05    0.84775E-06    0.56874E-05
  1068    0.66490E-04    0.13721E-05    0.84564E-06    0.57064E-05
  1069    0.66216E-04    0.13741E-05    0.84352E-06    0.57264E-05
  1070    0.65953E-04    0.13759E-05    0.84138E-06    0.57474E-05
  1071    0.65698E-04    0.13777E-05    0.83922E-06    0.57693E-05
  1072    0.65454E-04    0.13794E-05    0.83705E-06    0.57919E-05
  1073    0.65218E-04    0.13809E-05    0.83487E-06    0.58154E-05
  1074    0.64992E-04    0.13824E-05    0.83268E-06    0.58395E-05
  1075    0.64775E-04    0.13837E-05    0.83047E-06    0.58641E-05
  1076    0.64567E-04    0.13849E-05    0.82826E-06    0.58893E-05
  1077    0.64367E-04    0.13860E-05    0.82603E-06    0.59150E-05
  1078    0.64177E-04    0.13869E-05    0.82380E-06    0.59410E-05
  1079    0.63995E-04    0.13877E-05    0.82155E-06    0.59673E-05
  1080    0.63821E-04    0.13884E-05    0.81930E-06    0.59938E-05
  1081    0.63656E-04    0.13889E-05    0.81704E-06    0.60205E-05
  1082    0.63498E-04    0.13892E-05    0.81478E-06    0.60473E-05
  1083    0.63349E-04    0.13894E-05    0.81251E-06    0.60740E-05
  1084    0.63208E-04    0.13893E-05    0.81023E-06    0.61007E-05
  1085    0.63075E-04    0.13891E-05    0.80795E-06    0.61272E-05
  1086    0.62949E-04    0.13888E-05    0.80567E-06    0.61535E-05
  1087    0.62831E-04    0.13882E-05    0.80339E-06    0.61795E-05
  1088    0.62721E-04    0.13874E-05    0.80110E-06    0.62051E-05
  1089    0.62617E-04    0.13864E-05    0.79881E-06    0.62302E-05
  1090    0.62521E-04    0.13853E-05    0.79652E-06    0.62549E-05
  1091    0.62432E-04    0.13839E-05    0.79424E-06    0.62789E-05
  1092    0.62350E-04    0.13822E-05    0.79195E-06    0.63023E-05
  1093    0.62274E-04    0.13804E-05    0.78967E-06    0.63249E-05
  1094    0.62205E-04    0.13783E-05    0.78738E-06    0.63467E-05
  1095    0.62143E-04    0.13759E-05    0.78511E-06    0.63676E-05
  1096    0.62087E-04    0.13734E-05    0.78283E-06    0.63875E-05
  1097    0.62038E-04    0.13705E-05    0.78056E-06    0.64064E-05
  1098    0.61994E-04    0.13674E-05    0.77830E-06    0.64241E-05
  1099    0.61957E-04    0.13641E-05    0.77604E-06    0.64407E-05
  1100    0.61925E-04    0.13604E-05    0.77379E-06    0.64560E-05
  1101    0.61899E-04    0.13565E-05    0.77155E-06    0.64700E-05
  1102    0.61879E-04    0.13523E-05    0.76931E-06    0.64826E-05
  1103    0.61864E-04    0.13479E-05    0.76709E-06    0.64939E-05
  1104    0.61853E-04    0.13432E-05    0.76487E-06    0.65040E-05
  1105    0.61847E-04    0.13383E-05    0.76267E-06    0.65127E-05
  1106    0.61846E-04    0.13331E-05    0.76047E-06    0.65202E-05
  1107    0.61848E-04    0.13277E-05    0.75828E-06    0.65264E-05
  1108    0.61854E-04    0.13221E-05    0.75610E-06    0.65314E-05
  1109    0.61864E-04    0.13163E-05    0.75393E-06    0.65352E-05
  1110    0.61876E-04    0.13103E-05    0.75178E-06    0.65378E-05
  1111    0.61891E-04    0.13041E-05    0.74963E-06    0.65392E-05
  1112    0.61909E-04    0.12977E-05    0.74749E-06    0.65394E-05
  1113    0.61928E-04    0.12911E-05    0.74537E-06    0.65385E-05
  1114    0.61950E-04    0.12844E-05    0.74326E-06    0.65365E-05
  1115    0.61973E-04    0.12775E-05    0.74116E-06    0.65333E-05
  1116    0.61997E-04    0.12705E-05    0.73907E-06    0.65290E-05
  1117    0.62023E-04    0.12634E-05    0.73700E-06    0.65236E-05
  1118    0.62048E-04    0.12561E-05    0.73494E-06    0.65172E-05
  1119    0.62075E-04    0.12488E-05    0.73289E-06    0.65097E-05
  1120    0.62101E-04    0.12413E-05    0.73086E-06    0.65011E-05
  1121    0.62127E-04    0.12337E-05    0.72884E-06    0.64916E-05
  1122    0.62152E-04    0.12260E-05    0.72683E-06    0.64810E-05
  1123    0.62176E-04    0.12183E-05    0.72484E-06    0.64694E-05
  1124    0.62200E-04    0.12104E-05    0.72287E-06    0.64569E-05
  1125    0.62222E-04    0.12026E-05    0.72091E-06    0.64433E-05
  1126    0.62241E-04    0.11946E-05    0.71896E-06    0.64289E-05
  1127    0.62259E-04    0.11866E-05    0.71703E-06    0.64135E-05
  1128    0.62275E-04    0.11786E-05    0.71512E-06    0.63972E-05
  1129    0.62288E-04    0.11706E-05    0.71322E-06    0.63800E-05
  1130    0.62297E-04    0.11626E-05    0.71134E-06    0.63619E-05
  1131    0.62304E-04    0.11545E-05    0.70948E-06    0.63429E-05
  1132    0.62307E-04    0.11464E-05    0.70763E-06    0.63231E-05
  1133    0.62306E-04    0.11384E-05    0.70581E-06    0.63025E-05
  1134    0.62301E-04    0.11304E-05    0.70400E-06    0.62810E-05
  1135    0.62291E-04    0.11224E-05    0.70221E-06    0.62588E-05
  1136    0.62276E-04    0.11144E-05    0.70043E-06    0.62357E-05
  1137    0.62257E-04    0.11065E-05    0.69868E-06    0.62119E-05
  1138    0.62232E-04    0.10987E-05    0.69695E-06    0.61873E-05
  1139    0.62201E-04    0.10909E-05    0.69523E-06    0.61620E-05
  1140    0.62164E-04    0.10832E-05    0.69354E-06    0.61359E-05
  1141    0.62121E-04    0.10756E-05    0.69186E-06    0.61092E-05
  1142    0.62071E-04    0.10680E-05    0.69021E-06    0.60817E-05
  1143    0.62014E-04    0.10606E-05    0.68857E-06    0.60536E-05
  1144    0.61951E-04    0.10533E-05    0.68696E-06    0.60248E-05
  1145    0.61879E-04    0.10461E-05    0.68537E-06    0.59954E-05
  1146    0.61800E-04    0.10390E-05    0.68380E-06    0.59653E-05
  1147    0.61712E-04    0.10321E-05    0.68225E-06    0.59347E-05
  1148    0.61617E-04    0.10253E-05    0.68073E-06    0.59034E-05
  1149    0.61512E-04    0.10187E-05    0.67922E-06    0.58716E-05
  1150    0.61398E-04    0.10123E-05    0.67774E-06    0.58391E-05
  1151    0.61276E-04    0.10060E-05    0.67629E-06    0.58062E-05
  1152    0.61144E-04    0.99988E-06    0.67485E-06    0.57727E-05
  1153    0.61003E-04    0.99394E-06    0.67344E-06    0.57388E-05
  1154    0.60854E-04    0.98818E-06    0.67205E-06    0.57044E-05
  1155    0.60696E-04    0.98258E-06    0.67068E-06    0.56696E-05
  1156    0.60530E-04    0.97715E-06    0.66933E-06    0.56344E-05
  1157    0.60357E-04    0.97188E-06    0.66800E-06    0.55989E-05
  1158    0.60176E-04    0.96678E-06    0.66669E-06    0.55631E-05
  1159    0.59988E-04    0.96184E-06    0.66539E-06    0.55270E-05
  1160    0.59793E-04    0.95705E-06    0.66411E-06    0.54907E-05
  1161    0.59591E-04    0.95243E-06    0.66285E-06    0.54543E-05
  1162    0.59383E-04    0.94796E-06    0.66161E-06    0.54176E-05
  1163    0.59169E-04    0.94365E-06    0.66038E-06    0.53808E-05
  1164    0.58949E-04    0.93948E-06    0.65916E-06    0.53440E-05
  1165    0.58723E-04    0.93547E-06    0.65796E-06    0.53071E-05
  1166    0.58491E-04    0.93161E-06    0.65678E-06    0.52702E-05
  1167    0.58255E-04    0.92789E-06    0.65560E-06    0.52333E-05
  1168    0.58014E-04    0.92432E-06    0.65444E-06    0.51965E-05
  1169    0.57768E-04    0.92089E-06    0.65329E-06    0.51597E-05
  1170    0.57518E-04    0.91761E-06    0.65215E-06    0.51231E-05
  1171    0.57264E-04    0.91447E-06    0.65102E-06    0.50867E-05
  1172    0.57006E-04    0.91146E-06    0.64990E-06    0.50504E-05
  1173    0.56744E-04    0.90859E-06    0.64879E-06    0.50144E-05
  1174    0.56480E-04    0.90585E-06    0.64769E-06    0.49787E-05
  1175    0.56212E-04    0.90325E-06    0.64659E-06    0.49432E-05
  1176    0.55941E-04    0.90078E-06    0.64550E-06    0.49081E-05
  1177    0.55668E-04    0.89844E-06    0.64442E-06    0.48734E-05
  1178    0.55393E-04    0.89623E-06    0.64334E-06    0.48391E-05
  1179    0.55116E-04    0.89414E-06    0.64227E-06    0.48053E-05
  1180    0.54837E-04    0.89218E-06    0.64120E-06    0.47719E-05
  1181    0.54557E-04    0.89034E-06    0.64014E-06    0.47391E-05
  1182    0.54276E-04    0.88862E-06    0.63908E-06    0.47068E-05
  1183    0.53994E-04    0.88702E-06    0.63802E-06    0.46751E-05
  1184    0.53711E-04    0.88554E-06    0.63696E-06    0.46441E-05
  1185    0.53428E-04    0.88418E-06    0.63591E-06    0.46137E-05
  1186    0.53144E-04    0.88292E-06    0.63485E-06    0.45840E-05
  1187    0.52861E-04    0.88178E-06    0.63380E-06    0.45550E-05
  1188    0.52579E-04    0.88075E-06    0.63274E-06    0.45268E-05
  1189    0.52297E-04    0.87983E-06    0.63168E-06    0.44995E-05
  1190    0.52016E-04    0.87902E-06    0.63062E-06    0.44729E-05
  1191    0.51736E-04    0.87831E-06    0.62956E-06    0.44473E-05
  1192    0.51458E-04    0.87770E-06    0.62849E-06    0.44225E-05
  1193    0.51182E-04    0.87720E-06    0.62742E-06    0.43987E-05
  1194    0.50907E-04    0.87679E-06    0.62635E-06    0.43759E-05
  1195    0.50635E-04    0.87649E-06    0.62526E-06    0.43541E-05
  1196    0.50365E-04    0.87628E-06    0.62418E-06    0.43334E-05
  1197    0.50099E-04    0.87616E-06    0.62308E-06    0.43138E-05
  1198    0.49835E-04    0.87614E-06    0.62198E-06    0.42953E-05
  1199    0.49575E-04    0.87621E-06    0.62087E-06    0.42779E-05
  1200    0.49318E-04    0.87637E-06    0.61975E-06    0.42618E-05
  1201    0.49065E-04    0.87661E-06    0.61862E-06    0.42468E-05
  1202    0.48816E-04    0.87694E-06    0.61749E-06    0.42331E-05
  1203    0.48571E-04    0.87735E-06    0.61634E-06    0.42206E-05
  1204    0.48330E-04    0.87783E-06    0.61519E-06    0.42092E-05
  1205    0.48093E-04    0.87838E-06    0.61402E-06    0.41989E-05
  1206    0.47859E-04    0.87899E-06    0.61285E-06    0.41896E-05
  1207    0.47630E-04    0.87966E-06    0.61167E-06    0.41815E-05
  1208    0.47404E-04    0.88039E-06    0.61048E-06    0.41743E-05
  1209    0.47183E-04    0.88116E-06    0.60928E-06    0.41681E-05
  1210    0.46965E-04    0.88198E-06    0.60808E-06    0.41628E-05
  1211    0.46751E-04    0.88284E-06    0.60687E-06    0.41585E-05
  1212    0.46541E-04    0.88374E-06    0.60565E-06    0.41550E-05
  1213    0.46336E-04    0.88467E-06    0.60442E-06    0.41524E-05
  1214    0.46134E-04    0.88562E-06    0.60319E-06    0.41506E-05
  1215    0.45936E-04    0.88660E-06    0.60195E-06    0.41496E-05
  1216    0.45742E-04    0.88759E-06    0.60070E-06    0.41494E-05
  1217    0.45552E-04    0.88859E-06    0.59944E-06    0.41499E-05
  1218    0.45366E-04    0.88960E-06    0.59818E-06    0.41510E-05
  1219    0.45184E-04    0.89062E-06    0.59692E-06    0.41528E-05
  1220    0.45006E-04    0.89163E-06    0.59564E-06    0.41553E-05
  1221    0.44832E-04    0.89263E-06    0.59437E-06    0.41583E-05
  1222    0.44662E-04    0.89362E-06    0.59308E-06    0.41619E-05
  1223    0.44496E-04    0.89460E-06    0.59179E-06    0.41660E-05
  1224    0.44334E-04    0.89555E-06    0.59050E-06    0.41706E-05
