100	0.849956717	0.14528578	0.004757503	0.093932053	0.823836995	0.082230952	100.5061734	-6.773439239
110	0.869348068	0.125791623	0.004860309	0.518217599	0.350140134	0.131642267	121.8250496	-7.697555744
120	0.954856015	0.039766791	0.005377194	0.900342566	0.014588841	0.085068593	157.8196765	-14.62099188
130	0.965965607	0.02843261	0.005601783	0.911424236	0.032723618	0.055852146	173.8206042	-25.34024459
140	0.943667123	0.050611331	0.005721546	0.93605255	0.01842283	0.04552462	184.1067721	-29.17044888
150	0.97207103	0.021718006	0.006210964	0.947200824	0.014239972	0.038559205	191.2623236	-20.32488421
160	0.992144726	0.001125133	0.00673014	0.947231675	0.019638751	0.033129574	194.2737806	-18.2120127
170	0.955103736	0.037993041	0.006903223	0.947957316	0.02337117	0.028671514	195.6948746	-17.51005117
180	0.925736717	0.067149389	0.007113894	0.953785159	0.020360821	0.02585402	197.3992845	-16.66557734
190	0.937630488	0.054716223	0.007653288	0.954579625	0.021392135	0.02402824	198.2656698	-16.22447716
200	0.966402766	0.025185573	0.008411661	0.952090983	0.025843716	0.022065301	197.1646001	-16.70098826
210	0.988256287	0.002520433	0.00922328	0.957557575	0.022340944	0.020101481	194.38043	-18.15303329
220	0.982973818	0.007142322	0.00988386	0.966509035	0.014852595	0.01863837	190.6728747	-20.73230178
230	0.95269061	0.036969764	0.010339626	0.970571306	0.011826418	0.017602276	187.0311094	-24.39324091
240	0.944432962	0.044540892	0.011026146	0.971044878	0.01221711	0.016738011	183.5270874	-30.20819453
250	0.971758054	0.016079132	0.012162814	0.968422671	0.015557833	0.016019495	178.5391027	-38.00307995
260	0.981055321	0.005719887	0.013224792	0.96731846	0.017186993	0.015494547	171.3729427	-22.57816062
270	0.957313542	0.02864788	0.014038578	0.97640344	0.008535522	0.015061038	163.780286	-17.15247952
280	0.951780423	0.032890411	0.015329166	0.981947608	0.003547878	0.014504514	156.2656633	-13.87833201
290	0.970356897	0.012229448	0.017413655	0.963854662	0.022281659	0.013863679	146.6392848	-10.9865253
300	0.976755345	0.003117007	0.020127648	0.945559963	0.040935782	0.013504255	133.4242316	-8.231133401
310	0.957976191	0.018025159	0.02399865	0.955602713	0.030913446	0.013483841	116.8186267	-5.807736753
320	0.851562871	0.119551787	0.028885342	0.968192322	0.018348754	0.013458924	95.37559081	-3.846751754
330	0.53020415	0.440532096	0.029263754	0.954741006	0.028030021	0.017228973	71.94076346	-3.173891469
340	0.231857802	0.74242878	0.025713418	0.957949939	0.027574714	0.014475347	47.06660623	-3.391736076
350	0.093690486	0.882720041	0.023589473	0.985112895	0.000764896	0.014122209	37.1897848	-4.081444266
